sale_id,business_id,store_id,user_id,customer_id,sale_date,subtotal,discount,tax,payment_method,status
7004,1,2,3,,2024-09-30 08:25:00,27.73,0.0,3.33,cash,completed
7005,1,2,12,51.0,2024-09-30 14:23:00,714.58,0.0,85.75,cash,completed
7006,1,2,3,52.0,2024-09-30 17:04:00,19.08,0.0,2.29,transfer,completed
7007,1,2,3,61.0,2024-09-30 20:40:00,74.41,0.0,8.93,cash,completed
7008,1,2,12,247.0,2024-09-30 10:46:00,12.9,0.0,1.55,transfer,completed
7009,1,3,8,207.0,2024-09-30 11:40:00,72.9,0.0,8.75,cash,completed
7010,1,3,4,175.0,2024-09-30 13:29:00,608.74,0.0,73.05,card,completed
7011,1,3,9,125.0,2024-09-30 17:09:00,43.82,0.0,5.26,card,completed
7012,1,3,9,77.0,2024-09-30 14:48:00,6.68,0.0,0.8,card,completed
7013,1,3,1,,2024-09-30 08:50:00,38.34,0.0,4.6,cash,completed
7014,1,3,8,45.0,2024-09-30 14:10:00,25.06,0.0,3.01,cash,completed
7015,1,4,12,21.0,2024-09-30 18:54:00,10.7,0.0,1.28,card,completed
7016,1,4,12,,2024-09-30 18:29:00,1557.85,0.0,186.94,card,completed
7017,1,4,12,217.0,30/09/2024 15:24,19.5,0.0,2.34,card,completed
7018,1,4,12,179.0,2024-09-30 10:49:00,31.45,0.0,3.77,card,completed
7019,1,4,12,2.0,2024-09-30 11:24:00,692.22,0.0,83.07,transfer,completed
7020,1,4,12,,2024-09-30 18:00:00,601.92,0.0,72.23,transfer,completed
7021,1,4,12,57.0,2024-09-30 10:51:00,51.16,0.0,6.14,transfer,completed
7022,1,4,12,167.0,2024-09-30 20:29:00,94.4,0.0,11.33,cash,completed
7023,1,4,12,33.0,2024-09-30 16:24:00,18.99,0.0,2.28,cash,completed
7024,1,1,11,34.0,2024-10-01 09:32:00,16.17,0.0,1.94,cash,completed
7025,1,1,7,259.0,2024-10-01 18:22:00,30.78,0.0,3.69,card,completed
7026,1,1,4,120.0,2024-10-01 14:35:00,29.7,0.0,3.56,transfer,completed
7027,1,1,11,,2024-10-01 09:26:00,23.6,0.0,2.83,cash,completed
7028,1,1,11,82.0,2024-10-01 15:04:00,6.64,0.0,0.8,card,completed
7029,1,1,10,54.0,2024-10-01 12:32:00,14.64,0.0,1.76,cash,completed
7030,1,1,7,,2024-10-01 14:44:00,52.08,0.0,6.25,cash,completed
7031,1,1,10,81.0,2024-10-01 11:24:00,17.41,0.0,2.09,cash,completed
7032,1,1,4,203.0,2024-10-01 20:53:00,61.52,0.0,7.38,card,completed
7033,1,1,11,110.0,2024-10-01 15:01:00,17.2,0.0,2.06,transfer,completed
7034,1,1,10,294.0,2024-10-01 15:12:00,376.43,0.0,45.17,card,completed
7035,1,1,6,,2024-10-01 16:11:00,33.11,0.0,3.97,card,completed
7036,1,1,10,261.0,2024-10-01 11:39:00,803.06,0.0,96.37,cash,completed
7037,1,1,7,,2024-10-01 15:29:00,1105.41,0.0,132.65,cash,completed
7038,1,1,10,105.0,2024-10-01 13:19:00,18.47,0.0,2.22,cash,completed
7039,1,1,10,68.0,2024-10-01 12:30:00,30.58,0.0,3.67,card,completed
7040,1,1,2,149.0,2024-10-01 17:48:00,7.5,0.0,0.9,cash,completed
7041,1,1,6,158.0,2024-10-01 19:45:00,74.41,0.0,8.93,cash,completed
7042,1,1,6,175.0,2024-10-01 18:49:00,32.41,0.0,3.89,card,completed
7043,1,2,12,81.0,2024-10-01 10:10:00,18.64,0.0,2.24,card,completed
7044,1,2,12,67.0,2024-10-01 18:21:00,40.74,0.0,4.89,transfer,completed
7045,1,2,12,224.0,2024-10-01 17:44:00,1504.41,0.0,180.53,cash,completed
7046,1,2,12,238.0,2024-10-01 20:04:00,13.27,0.0,1.59,card,completed
7047,1,2,12,82.0,2024-10-01 19:07:00,16.22,0.0,1.95,card,completed
7048,1,2,3,,2024-10-01 20:51:00,9.18,0.0,1.1,card,completed
7049,1,2,3,,2024-10-01 15:00:00,8.99,0.0,1.08,card,completed
7050,1,2,12,10.0,2024-10-01 19:36:00,4.56,0.0,0.55,card,completed
7051,1,2,12,31.0,2024-10-01 19:49:00,7.35,0.0,0.88,transfer,completed
7052,1,3,4,30.0,2024-10-01 20:16:00,36.05,0.0,4.33,cash,completed
7053,1,3,1,,2024-10-01 17:29:00,626.37,0.0,75.16,card,completed
7054,1,3,5,65.0,2024-10-01 16:18:00,188.17,0.0,22.58,transfer,completed
7055,1,3,5,65.0,2024-10-01 16:19:00,188.17,0.0,22.58,cash,completed
7056,1,3,5,34.0,2024-10-01 12:30:00,23.3,0.0,2.8,card,completed
7057,1,3,5,265.0,2024-10-01 11:25:00,20.14,0.0,2.42,card,completed
7058,1,3,1,180.0,2024-10-01 19:13:00,1200.86,0.0,144.1,cash,completed
7059,1,3,1,,2024-10-01 15:21:00,9.88,0.0,1.19,transfer,completed
7060,1,3,1,282.0,2024-10-01 08:45:00,4.6,0.0,0.55,transfer,completed
7061,1,4,12,,2024-10-01 12:31:00,36.69,0.0,4.4,cash,completed
7062,1,4,12,,2024-10-01 19:26:00,13.7,0.0,1.64,transfer,completed
7063,1,4,12,183.0,2024-10-01 09:35:00,12.88,0.0,1.55,cash,completed
7064,1,4,12,155.0,2024-10-01 14:30:00,119.17,0.0,14.3,card,completed
7065,1,4,12,180.0,2024-10-01 09:13:00,13.94,0.0,1.67,card,completed
7066,1,4,12,,2024-10-01 12:30:00,12.74,0.0,1.53,transfer,completed
7067,1,4,12,,2024-10-01 14:06:00,121.43,0.0,14.57,card,completed
7068,1,1,2,110.0,2024-10-02 20:42:00,597.85,0.0,71.74,transfer,completed
7069,1,1,2,206.0,2024-10-02 08:07:00,15.95,0.0,1.91,card,completed
7070,1,1,6,284.0,2024-10-02 20:28:00,17.36,0.0,2.08,card,completed
7071,1,1,6,111.0,2024-10-02 14:43:00,1138.84,0.0,136.66,cash,completed
7072,1,1,4,206.0,2024-10-02 12:24:00,3.24,0.0,0.39,cash,completed
7073,1,1,4,,2024-10-02 15:18:00,21.31,0.0,2.56,card,completed
7074,1,1,4,,2024-10-02 16:13:00,9.12,0.0,1.09,transfer,completed
7075,1,1,11,232.0,2024-10-02 13:00:00,8.22,0.0,0.99,cash,completed
7076,1,1,4,196.0,2024-10-02 20:07:00,10.52,0.0,1.26,transfer,completed
7077,1,1,4,188.0,2024-10-02 17:13:00,14.94,0.0,1.79,cash,completed
7078,1,1,2,102.0,2024-10-02 20:38:00,14.91,0.0,1.79,transfer,completed
7079,1,1,4,3.0,2024-10-02 12:27:00,19.54,0.0,2.34,transfer,completed
7080,1,1,4,132.0,2024-10-02 15:48:00,33.04,0.0,3.96,cash,completed
7081,1,1,2,,2024-10-02 10:49:00,975.96,0.0,117.12,card,completed
7082,1,2,12,230.0,2024-10-02 13:04:00,31.45,0.0,3.77,card,completed
7083,1,2,12,230.0,2024-10-02 13:05:00,31.45,0.0,3.77,card,completed
7084,1,2,3,241.0,2024-10-02 17:45:00,26.04,0.0,3.12,cash,completed
7085,1,2,12,46.0,2024-10-02 15:33:00,48.72,0.0,5.85,card,completed
7086,1,2,3,260.0,2024-10-02 18:49:00,6.51,0.0,0.78,transfer,completed
7087,1,2,3,138.0,2024-10-02 11:54:00,16.14,0.0,1.94,card,completed
7088,1,2,12,,2024-10-02 17:02:00,589.1,0.0,70.69,card,completed
7089,1,2,3,295.0,2024-10-02 13:48:00,65.98,0.0,7.92,cash,completed
7090,1,2,3,21.0,2024-10-02 13:01:00,11.35,0.0,1.36,cash,completed
7091,1,2,3,130.0,2024-10-02 18:02:00,420.03,0.0,50.4,transfer,completed
7092,1,2,3,,2024-10-02 12:42:00,30.46,0.0,3.66,cash,completed
7093,1,2,3,,2024-10-02 10:19:00,35.47,0.0,4.26,card,completed
7094,1,2,12,,2024-10-02 09:35:00,29.18,0.0,3.5,cash,completed
7095,1,3,4,,2024-10-02 15:30:00,4.39,0.0,0.53,card,completed
7096,1,3,9,54.0,2024-10-02 12:45:00,75.09,0.0,9.01,transfer,completed
7097,1,3,1,208.0,2024-10-02 08:36:00,13.77,0.0,1.65,card,completed
7098,1,3,4,,2024-10-02 19:04:00,33.39,0.0,4.01,card,completed
7099,1,3,8,42.0,2024-10-02 20:56:00,8.55,0.0,1.03,cash,completed
7100,1,3,1,139.0,2024-10-02 18:43:00,19.29,0.0,2.31,card,completed
7101,1,3,1,269.0,2024-10-02 16:52:00,5.13,0.0,0.62,cash,completed
7102,1,3,9,147.0,02/10/2024 19:43,3.42,0.0,0.41,card,completed
7103,1,3,4,136.0,2024-10-02 20:57:00,38.22,0.0,4.59,cash,completed
7104,1,3,4,98.0,2024-10-02 15:18:00,29.98,0.0,3.6,cash,completed
7105,1,4,12,228.0,2024-10-02 17:34:00,6.75,0.0,0.81,card,completed
7106,1,4,12,88.0,2024-10-02 18:38:00,792.05,0.0,95.05,cash,completed
7107,1,4,12,142.0,2024-10-02 11:24:00,5.1,0.0,0.61,transfer,completed
7108,1,4,12,294.0,2024-10-02 20:12:00,18.24,0.0,2.19,cash,completed
7109,1,4,12,175.0,2024-10-02 13:56:00,23.14,0.0,2.78,transfer,completed
7110,1,4,12,136.0,2024-10-02 14:27:00,18.57,0.0,2.23,transfer,completed
7111,1,4,12,116.0,02/10/2024 11:35,70.11,0.0,8.41,cash,completed
7112,1,4,12,150.0,02/10/2024 16:15,2.14,0.0,0.26,cash,completed
7113,1,4,12,176.0,2024-10-02 12:48:00,14.49,0.0,1.74,card,completed
7114,1,4,12,190.0,2024-10-02 19:18:00,780.99,0.0,93.72,card,completed
7115,1,4,12,65.0,2024-10-02 08:41:00,26.15,0.0,3.14,card,completed
7116,1,4,12,,2024-10-02 10:22:00,721.62,0.0,86.59,transfer,completed
7117,1,1,11,91.0,2024-10-03 20:27:00,20.9,0.0,2.51,cash,completed
7118,1,1,2,,2024-10-03 20:13:00,32.54,0.0,3.9,card,completed
7119,1,1,2,,2024-10-03 10:49:00,17.85,0.0,2.14,transfer,completed
7120,1,1,6,,2024-10-03 15:05:00,22.49,0.0,2.7,card,completed
7121,1,1,10,,2024-10-03 13:41:00,49.43,0.0,5.93,card,completed
7122,1,1,10,271.0,2024-10-03 19:38:00,1.16,0.0,0.14,cash,completed
7123,1,1,10,96.0,2024-10-03 15:26:00,8.3,0.0,1.0,cash,completed
7124,1,1,2,,2024-10-03 20:40:00,16.16,0.0,1.94,cash,completed
7125,1,1,2,72.0,2024-10-03 14:05:00,12.66,0.0,1.52,cash,completed
7126,1,1,6,,2024-10-03 17:26:00,17.96,0.0,2.16,cash,completed
7127,1,1,10,180.0,2024-10-03 19:39:00,10.26,0.0,1.23,transfer,completed
7128,1,1,6,,2024-10-03 20:09:00,1.16,0.0,0.14,cash,completed
7129,1,1,4,,2024-10-03 15:44:00,18.18,0.0,2.18,cash,completed
7130,1,1,6,,2024-10-03 14:13:00,12.38,0.0,1.49,transfer,completed
7131,1,1,2,180.0,2024-10-03 10:27:00,26.25,0.0,3.15,transfer,completed
7132,1,1,4,,2024-10-03 19:12:00,30.88,0.0,3.71,card,completed
7133,1,1,4,194.0,2024-10-03 17:42:00,14.55,0.0,1.75,transfer,completed
7134,1,1,10,,2024-10-03 10:31:00,24.63,0.0,2.96,cash,completed
7135,1,1,11,207.0,2024-10-03 19:33:00,38.16,0.0,4.58,transfer,completed
7136,1,2,3,40.0,2024-10-03 08:52:00,1042.45,0.0,125.09,transfer,completed
7137,1,2,12,262.0,2024-10-03 15:22:00,16.44,0.0,1.97,card,completed
7138,1,2,3,175.0,2024-10-03 08:16:00,25.13,0.0,3.02,cash,completed
7139,1,2,12,228.0,2024-10-03 17:07:00,708.28,0.0,84.99,cash,completed
7140,1,2,12,,2024-10-03 17:08:00,13.98,0.0,1.68,card,completed
7141,1,2,12,,03/10/2024 17:44,3.14,0.0,0.38,card,completed
7142,1,2,12,,2024-10-03 11:29:00,1058.63,0.0,127.04,transfer,completed
7143,1,2,12,,2024-10-03 17:18:00,23.51,0.0,2.82,cash,completed
7144,1,2,3,237.0,2024-10-03 08:37:00,585.52,0.0,70.26,card,completed
7145,1,2,3,,2024-10-03 16:16:00,32.29,0.0,3.87,cash,completed
7146,1,3,8,134.0,2024-10-03 15:08:00,592.35,0.0,71.08,transfer,completed
7147,1,3,8,209.0,2024-10-03 14:59:00,80.48,0.0,9.66,card,completed
7148,1,3,1,107.0,2024-10-03 11:11:00,19.32,0.0,2.32,cash,completed
7149,1,3,4,58.0,2024-10-03 18:59:00,1022.98,0.0,122.76,transfer,completed
7150,1,3,8,231.0,2024-10-03 11:25:00,50.68,0.0,6.08,card,completed
7151,1,3,1,189.0,2024-10-03 20:49:00,8.61,0.0,1.03,cash,completed
7152,1,3,1,87.0,2024-10-03 16:07:00,21.5,0.0,2.58,cash,completed
7153,1,3,9,159.0,2024-10-03 20:28:00,20.3,0.0,2.44,card,completed
7154,1,4,12,,2024-10-03 16:24:00,37.71,0.0,4.53,cash,completed
7155,1,4,12,109.0,2024-10-03 09:03:00,37.84,0.0,4.54,cash,completed
7156,1,4,12,217.0,2024-10-03 08:32:00,57.05,0.0,6.85,card,completed
7157,1,4,12,84.0,2024-10-03 15:50:00,18.14,0.0,2.18,card,completed
7158,1,4,12,226.0,2024-10-03 15:55:00,29.16,0.0,3.5,cash,completed
7159,1,4,12,89.0,2024-10-03 18:13:00,4.68,0.0,0.56,transfer,completed
7160,1,4,12,299.0,03/10/2024 13:13,606.44,0.0,72.77,cash,completed
7161,1,4,12,299.0,2024-10-03 13:16:00,606.44,0.0,72.77,transfer,completed
7162,1,4,12,,2024-10-03 12:57:00,4.83,0.0,0.58,cash,completed
7163,1,1,7,,2024-10-04 09:18:00,13.95,0.0,1.67,card,completed
7164,1,1,6,,2024-10-04 08:47:00,40.68,0.0,4.88,transfer,completed
7165,1,1,10,,2024-10-04 17:39:00,24.87,0.0,2.98,cash,completed
7166,1,1,10,15.0,2024-10-04 18:59:00,4.77,0.0,0.57,cash,completed
7167,1,1,4,18.0,2024-10-04 19:24:00,20.68,0.0,2.48,transfer,completed
7168,1,1,11,158.0,2024-10-04 14:11:00,67.73,0.0,8.13,cash,completed
7169,1,1,6,,2024-10-04 08:53:00,4.95,0.0,0.59,cash,completed
7170,1,1,2,61.0,2024-10-04 17:27:00,21.7,0.0,2.6,card,completed
7171,1,1,4,271.0,2024-10-04 15:41:00,455.71,0.0,54.69,cash,completed
7172,1,1,10,264.0,2024-10-04 20:04:00,29.71,0.0,3.57,transfer,completed
7173,1,1,11,106.0,2024-10-04 17:36:00,29.15,0.0,3.5,card,completed
7174,1,1,10,,2024-10-04 09:15:00,45.53,0.0,5.46,transfer,completed
7175,1,1,2,295.0,2024-10-04 19:52:00,9.26,0.0,1.11,cash,completed
7176,1,1,10,3.0,2024-10-04 15:48:00,8.56,0.0,1.03,transfer,completed
7177,1,1,4,284.0,2024-10-04 12:25:00,34.04,0.0,4.08,transfer,completed
7178,1,1,11,254.0,2024-10-04 19:16:00,25.12,0.0,3.01,transfer,completed
7179,1,1,6,,2024-10-04 15:09:00,427.92,0.0,51.35,cash,completed
7180,1,2,12,271.0,2024-10-04 12:51:00,1014.55,0.0,121.75,cash,completed
7181,1,2,12,,2024-10-04 11:18:00,15.15,0.0,1.82,card,completed
7182,1,2,12,,2024-10-04 12:26:00,32.32,0.0,3.88,card,completed
7183,1,2,3,174.0,2024-10-04 09:03:00,15.59,0.0,1.87,card,completed
7184,1,2,12,,2024-10-04 16:12:00,719.94,0.0,86.39,card,completed
7185,1,2,3,195.0,2024-10-04 17:04:00,61.83,0.0,7.42,cash,completed
7186,1,2,3,294.0,2024-10-04 18:17:00,21.56,0.0,2.59,transfer,completed
7187,1,2,3,92.0,2024-10-04 19:02:00,31.78,0.0,3.81,card,completed
7188,1,3,5,,2024-10-04 13:59:00,44.42,0.0,5.33,cash,completed
7189,1,3,8,272.0,2024-10-04 11:10:00,2.29,0.0,0.27,transfer,completed
7190,1,3,4,,2024-10-04 15:03:00,740.64,0.0,88.88,cash,completed
7191,1,4,12,107.0,2024-10-04 13:38:00,16.22,0.0,1.95,transfer,completed
7192,1,4,12,110.0,2024-10-04 10:51:00,365.01,0.0,43.8,transfer,completed
7193,1,4,12,,2024-10-04 08:51:00,20.92,0.0,2.51,cash,completed
7194,1,4,12,246.0,2024-10-04 11:13:00,53.21,0.0,6.39,transfer,completed
7195,1,4,12,196.0,2024-10-04 19:24:00,6.45,0.0,0.77,card,completed
7196,1,4,12,,2024-10-04 10:34:00,59.77,0.0,7.17,card,completed
7197,1,4,12,,2024-10-04 11:52:00,35.41,0.0,4.25,cash,completed
7198,1,1,4,,2024-10-05 13:02:00,36.68,0.0,4.4,cash,completed
7199,1,1,4,74.0,2024-10-05 14:28:00,37.67,0.0,4.52,transfer,completed
7200,1,1,4,74.0,2024-10-05 14:31:00,37.67,0.0,4.52,cash,completed
7201,1,1,2,203.0,2024-10-05 19:21:00,9.84,0.0,1.18,card,completed
7202,1,1,10,85.0,2024-10-05 20:23:00,27.65,0.0,3.32,card,completed
7203,1,1,10,181.0,2024-10-05 08:25:00,26.05,0.0,3.13,transfer,completed
7204,1,1,4,,2024-10-05 15:35:00,23.71,0.0,2.85,card,completed
7205,1,1,4,250.0,2024-10-05 13:30:00,49.03,0.0,5.88,card,completed
7206,1,1,11,179.0,2024-10-05 09:12:00,22.65,0.0,2.72,cash,completed
7207,1,1,11,39.0,2024-10-05 10:51:00,12.77,0.0,1.53,transfer,completed
7208,1,1,2,86.0,2024-10-05 09:45:00,19.95,0.0,2.39,card,completed
7209,1,1,10,,2024-10-05 10:36:00,34.79,0.0,4.17,cash,completed
7210,1,1,7,17.0,2024-10-05 09:59:00,2.38,0.0,0.29,cash,completed
7211,1,1,2,,2024-10-05 13:39:00,50.26,0.0,6.03,cash,completed
7212,1,1,11,20.0,2024-10-05 14:29:00,23.81,0.0,2.86,cash,completed
7213,1,1,6,,2024-10-05 19:51:00,27.6,0.0,3.31,transfer,completed
7214,1,1,2,6.0,2024-10-05 18:17:00,571.83,0.0,68.62,transfer,completed
7215,1,1,2,82.0,2024-10-05 19:08:00,15.96,0.0,1.92,cash,completed
7216,1,1,2,115.0,2024-10-05 19:46:00,1061.8,0.0,127.42,cash,completed
7217,1,1,6,271.0,2024-10-05 17:57:00,29.74,0.0,3.57,card,completed
7218,1,1,4,30.0,2024-10-05 12:56:00,19.46,0.0,2.34,cash,completed
7219,1,1,10,65.0,2024-10-05 20:17:00,1.97,0.0,0.24,transfer,completed
7220,1,1,2,118.0,2024-10-05 13:44:00,86.82,0.0,10.42,card,completed
7221,1,1,10,81.0,2024-10-05 09:44:00,16.8,0.0,2.02,cash,completed
7222,1,1,10,,2024-10-05 15:39:00,98.8,0.0,11.86,card,completed
7223,1,1,10,189.0,2024-10-05 18:18:00,1262.14,0.0,151.46,card,completed
7224,1,2,3,,2024-10-05 11:22:00,6.68,0.0,0.8,card,completed
7225,1,2,3,74.0,2024-10-05 18:59:00,902.4,0.0,108.29,transfer,completed
7226,1,2,3,7.0,2024-10-05 13:09:00,25.05,0.0,3.01,cash,completed
7227,1,2,3,158.0,2024-10-05 18:15:00,89.87,0.0,10.78,transfer,completed
7228,1,2,12,76.0,2024-10-05 19:16:00,750.47,0.0,90.06,cash,completed
7229,1,2,12,,2024-10-05 09:02:00,21.46,0.0,2.58,card,completed
7230,1,2,12,,2024-10-05 18:29:00,30.64,0.0,3.68,cash,completed
7231,1,2,3,127.0,2024-10-05 16:13:00,25.72,0.0,3.09,cash,completed
7232,1,2,12,231.0,2024-10-05 16:01:00,61.85,0.0,7.42,cash,completed
7233,1,2,12,226.0,2024-10-05 14:29:00,5.62,0.0,0.67,transfer,completed
7234,1,2,3,157.0,2024-10-05 08:39:00,21.11,0.0,2.53,transfer,completed
7235,1,2,3,,2024-10-05 16:42:00,28.29,0.0,3.39,cash,completed
7236,1,2,3,267.0,2024-10-05 09:09:00,7.9,0.0,0.95,cash,completed
7237,1,2,3,,2024-10-05 16:52:00,4.15,0.0,0.5,cash,completed
7238,1,2,12,224.0,2024-10-05 12:55:00,1462.43,0.0,175.49,cash,completed
7239,1,2,3,,2024-10-05 14:55:00,1025.66,0.0,123.08,cash,completed
7240,1,2,3,,2024-10-05 20:26:00,33.21,0.0,3.99,card,completed
7241,1,2,12,,2024-10-05 14:15:00,32.77,0.0,3.93,cash,completed
7242,1,2,12,52.0,2024-10-05 20:36:00,1126.13,0.0,135.14,cash,completed
7243,1,2,3,79.0,2024-10-05 17:10:00,16.23,0.0,1.95,cash,completed
7244,1,2,3,,2024-10-05 13:53:00,2.76,0.0,0.33,cash,completed
7245,1,2,12,,2024-10-05 10:55:00,8.65,0.0,1.04,cash,completed
7246,1,3,5,74.0,2024-10-05 19:28:00,60.41,0.0,7.25,cash,completed
7247,1,3,4,19.0,2024-10-05 08:45:00,6.97,0.0,0.84,card,completed
7248,1,3,5,1.0,2024-10-05 15:15:00,1145.8,0.0,137.5,cash,completed
7249,1,3,1,,2024-10-05 16:07:00,20.89,0.0,2.51,transfer,completed
7250,1,3,8,99.0,2024-10-05 10:22:00,29.62,0.0,3.55,card,completed
7251,1,4,12,129.0,05/10/2024 20:13,15.54,0.0,1.86,cash,completed
7252,1,4,12,298.0,2024-10-05 09:18:00,4.76,0.0,0.57,card,completed
7253,1,4,12,235.0,2024-10-05 16:26:00,1.74,0.0,0.21,transfer,completed
7254,1,4,12,106.0,2024-10-05 15:00:00,27.07,0.0,3.25,card,completed
7255,1,4,12,,2024-10-05 14:44:00,652.92,0.0,78.35,transfer,completed
7256,1,4,12,280.0,2024-10-05 09:46:00,4.48,0.0,0.54,cash,completed
7257,1,4,12,192.0,2024-10-05 18:26:00,1323.6,0.0,158.83,card,completed
7258,1,4,12,93.0,2024-10-05 10:22:00,37.8,0.0,4.54,card,completed
7259,1,4,12,188.0,2024-10-05 15:03:00,3.0,0.0,0.36,card,completed
7260,1,4,12,294.0,2024-10-05 08:49:00,6.9,0.0,0.83,cash,completed
7261,1,4,12,294.0,2024-10-05 08:51:00,6.9,0.0,0.83,card,completed
7262,1,4,12,130.0,2024-10-05 08:12:00,19.25,0.0,2.31,card,completed
7263,1,4,12,295.0,2024-10-05 13:34:00,14.19,0.0,1.7,cash,completed
7264,1,1,10,,2024-10-06 08:02:00,5.9,0.0,0.71,cash,completed
7265,1,1,7,121.0,2024-10-06 20:26:00,38.58,0.0,4.63,cash,completed
7266,1,1,7,126.0,2024-10-06 10:51:00,30.96,0.0,3.72,cash,completed
7267,1,1,10,217.0,06/10/2024 16:45,20.54,0.0,2.46,transfer,completed
7268,1,1,10,,2024-10-06 11:19:00,20.68,0.0,2.48,card,completed
7269,1,1,11,270.0,2024-10-06 19:51:00,64.89,0.0,7.79,card,completed
7270,1,1,2,258.0,06/10/2024 13:07,31.36,0.0,3.76,card,completed
7271,1,1,6,287.0,2024-10-06 09:14:00,23.4,0.0,2.81,card,completed
7272,1,1,2,246.0,2024-10-06 17:20:00,18.84,0.0,2.26,cash,completed
7273,1,1,6,,2024-10-06 10:24:00,34.37,0.0,4.12,transfer,completed
7274,1,1,4,252.0,2024-10-06 08:05:00,38.6,0.0,4.63,card,completed
7275,1,1,11,,2024-10-06 16:01:00,83.91,0.0,10.07,card,completed
7276,1,1,4,208.0,2024-10-06 12:57:00,21.7,0.0,2.6,card,completed
7277,1,1,10,53.0,2024-10-06 17:12:00,107.07,0.0,12.85,cash,completed
7278,1,1,10,109.0,2024-10-06 15:14:00,19.32,0.0,2.32,card,completed
7279,1,1,10,242.0,2024-10-06 12:19:00,11.9,0.0,1.43,card,completed
7280,1,1,10,142.0,2024-10-06 12:43:00,15.75,0.0,1.89,card,completed
7281,1,1,6,98.0,2024-10-06 20:05:00,636.95,0.0,76.43,transfer,completed
7282,1,1,4,92.0,2024-10-06 11:41:00,276.2,0.0,33.14,transfer,completed
7283,1,1,2,64.0,2024-10-06 08:32:00,27.8,0.0,3.34,cash,completed
7284,1,1,10,169.0,2024-10-06 14:42:00,14.46,0.0,1.74,cash,completed
7285,1,1,4,,2024-10-06 19:35:00,841.5,0.0,100.98,card,completed
7286,1,1,7,,2024-10-06 08:11:00,1074.16,0.0,128.9,transfer,completed
7287,1,1,4,,2024-10-06 20:10:00,17.39,0.0,2.09,card,completed
7288,1,1,7,32.0,2024-10-06 19:41:00,80.29,0.0,9.63,card,completed
7289,1,1,7,,2024-10-06 20:22:00,1.62,0.0,0.19,card,completed
7290,1,2,3,280.0,2024-10-06 11:38:00,4.66,0.0,0.56,transfer,completed
7291,1,2,3,,2024-10-06 10:18:00,4.76,0.0,0.57,transfer,completed
7292,1,2,12,115.0,06/10/2024 09:36,946.61,0.0,113.59,card,completed
7293,1,2,12,42.0,2024-10-06 19:47:00,22.0,0.0,2.64,cash,completed
7294,1,2,3,,2024-10-06 09:36:00,39.66,0.0,4.76,cash,completed
7295,1,2,12,224.0,2024-10-06 11:25:00,56.98,0.0,6.84,cash,completed
7296,1,2,12,158.0,2024-10-06 19:33:00,26.14,0.0,3.14,cash,completed
7297,1,2,3,157.0,2024-10-06 20:49:00,13.95,0.0,1.67,cash,completed
7298,1,2,12,112.0,2024-10-06 19:31:00,15.7,0.0,1.88,cash,completed
7299,1,2,12,53.0,2024-10-06 16:39:00,14.66,0.0,1.76,card,completed
7300,1,2,3,,2024-10-06 11:37:00,60.36,0.0,7.24,transfer,completed
7301,1,2,3,108.0,2024-10-06 17:52:00,25.9,0.0,3.11,card,completed
7302,1,2,3,,2024-10-06 12:25:00,18.59,0.0,2.23,transfer,completed
7303,1,2,12,,2024-10-06 19:33:00,10.2,0.0,1.22,cash,completed
7304,1,2,3,98.0,2024-10-06 09:11:00,51.8,0.0,6.22,transfer,completed
7305,1,2,12,,2024-10-06 20:25:00,24.84,0.0,2.98,card,completed
7306,1,2,12,65.0,2024-10-06 08:29:00,26.04,0.0,3.12,cash,completed
7307,1,2,3,17.0,2024-10-06 11:18:00,749.69,0.0,89.96,card,completed
7308,1,2,3,44.0,2024-10-06 09:20:00,6.99,0.0,0.84,cash,completed
7309,1,2,12,169.0,06/10/2024 09:13,2.32,0.0,0.28,card,completed
7310,1,2,12,,2024-10-06 17:39:00,564.39,0.0,67.73,cash,completed
7311,1,2,12,17.0,2024-10-06 12:58:00,43.63,0.0,5.24,card,completed
7312,1,2,12,23.0,2024-10-06 08:49:00,464.39,0.0,55.73,card,completed
7313,1,3,9,200.0,2024-10-06 14:02:00,16.92,0.0,2.03,card,completed
7314,1,3,8,134.0,2024-10-06 20:02:00,79.92,0.0,9.59,cash,completed
7315,1,3,5,136.0,2024-10-06 18:51:00,10.52,0.0,1.26,card,completed
7316,1,3,9,4.0,2024-10-06 20:48:00,38.88,0.0,4.67,transfer,completed
7317,1,3,4,119.0,2024-10-06 18:55:00,30.57,0.0,3.67,transfer,completed
7318,1,3,1,221.0,2024-10-06 12:29:00,38.66,0.0,4.64,card,completed
7319,1,3,9,227.0,2024-10-06 08:15:00,13.18,0.0,1.58,cash,completed
7320,1,3,9,,2024-10-06 10:31:00,594.5,0.0,71.34,card,completed
7321,1,3,8,,2024-10-06 17:00:00,38.85,0.0,4.66,cash,completed
7322,1,3,9,216.0,2024-10-06 17:43:00,30.23,0.0,3.63,transfer,completed
7323,1,3,8,208.0,2024-10-06 16:43:00,20.04,0.0,2.4,transfer,completed
7324,1,4,12,183.0,06/10/2024 20:30,153.53,0.0,18.42,card,completed
7325,1,4,12,172.0,2024-10-06 15:01:00,42.61,0.0,5.11,cash,completed
7326,1,4,12,288.0,2024-10-06 09:14:00,53.96,0.0,6.48,cash,completed
7327,1,4,12,204.0,2024-10-06 10:26:00,25.4,0.0,3.05,cash,completed
