movement_id,store_id,product_id,user_id,movement_type,quantity,created_at
26903,1,48,10,sale,-5,2024-11-03 19:00:00
26904,1,18,2,sale,-3,2024-11-03 11:52:00
26905,1,12,2,sale,-6,2024-11-03 11:52:00
26906,1,15,2,sale,-1,2024-11-03 11:52:00
26907,1,18,4,sale,-2,2024-11-03 08:35:00
26908,1,12,4,sale,-1,2024-11-03 08:35:00
26909,1,16,4,sale,-6,2024-11-03 08:35:00
26910,1,14,4,sale,-1,2024-11-03 08:35:00
26911,1,17,4,sale,-4,2024-11-03 08:35:00
26912,1,8,10,sale,-6,2024-11-03 08:00:00
26913,1,5,10,sale,-1,2024-11-03 08:00:00
26914,1,10,10,sale,-5,2024-11-03 08:00:00
26915,1,22,10,sale,-1,03/11/2024 08:40
26916,1,5,11,sale,-1,2024-11-03 17:09:00
26917,1,2,11,sale,-2,2024-11-03 17:09:00
26918,1,48,4,sale,-4,2024-11-03 10:59:00
26919,1,46,4,sale,-1,2024-11-03 10:59:00
26920,1,50,4,sale,-6,2024-11-03 10:59:00
26921,1,17,11,sale,-4,2024-11-03 11:06:00
26922,1,15,11,sale,-2,2024-11-03 11:06:00
26923,1,13,11,sale,-2,2024-11-03 11:06:00
26924,1,12,11,sale,-5,2024-11-03 11:06:00
26925,1,31,11,sale,-2,2024-11-03 19:45:00
26926,1,36,11,sale,-3,2024-11-03 19:45:00
26927,1,32,11,sale,-6,2024-11-03 19:45:00
26928,1,37,11,sale,-6,2024-11-03 19:45:00
26929,1,34,11,sale,-4,2024-11-03 19:45:00
26930,1,43,11,sale,-5,2024-11-03 11:54:00
26931,2,51,3,sale,-5,2024-11-03 13:44:00
26932,2,54,3,sale,-5,2024-11-03 13:44:00
26933,2,56,3,sale,-1,2024-11-03 13:44:00
26934,2,52,3,sale,-6,2024-11-03 13:44:00
26935,2,59,12,sale,-5,2024-11-03 11:13:00
26936,2,53,12,sale,-5,2024-11-03 11:13:00
26937,2,55,12,sale,-3,2024-11-03 11:13:00
26938,2,56,12,sale,-1,2024-11-03 11:13:00
26939,2,28,12,sale,-6,2024-11-03 10:17:00
26940,2,26,12,sale,-6,2024-11-03 10:17:00
26941,2,23,12,sale,-4,2024-11-03 10:17:00
26942,2,25,12,sale,-3,2024-11-03 10:17:00
26943,2,24,12,sale,-6,2024-11-03 10:17:00
26944,2,18,3,sale,-2,2024-11-03 20:19:00
26945,2,13,3,sale,-4,2024-11-03 20:19:00
26946,2,19,3,sale,-2,2024-11-03 20:19:00
26947,2,50,12,sale,-3,2024-11-03 12:17:00
26948,2,36,12,sale,-1,2024-11-03 17:06:00
26949,2,39,12,sale,-5,2024-11-03 17:06:00
26950,2,31,12,sale,-6,2024-11-03 17:06:00
26951,2,35,12,sale,-1,2024-11-03 17:06:00
26952,2,5,3,sale,-6,2024-11-03 08:45:00
26953,2,28,12,sale,-2,2024-11-03 14:43:00
26954,2,22,12,sale,-5,2024-11-03 14:43:00
26955,2,27,12,sale,-3,2024-11-03 14:43:00
26956,2,21,3,sale,-3,2024-11-03 14:29:00
26957,2,30,3,sale,-2,2024-11-03 14:29:00
26958,2,26,3,sale,-4,2024-11-03 14:29:00
26959,2,41,3,sale,-5,2024-11-03 17:41:00
26960,2,45,3,sale,-2,2024-11-03 17:41:00
26961,2,46,3,sale,-2,2024-11-03 17:41:00
26962,2,38,12,sale,-3,2024-11-03 19:45:00
26963,2,31,12,sale,-6,2024-11-03 19:45:00
26964,2,37,12,sale,-2,2024-11-03 19:45:00
26965,2,14,3,sale,-1,2024-11-03 12:47:00
26966,2,17,3,sale,-3,2024-11-03 12:47:00
26967,2,19,3,sale,-5,2024-11-03 12:47:00
26968,2,20,3,sale,-5,2024-11-03 12:47:00
26969,2,2,3,sale,-4,2024-11-03 08:36:00
26970,2,1,3,sale,-2,2024-11-03 08:36:00
26971,2,7,3,sale,-2,2024-11-03 08:36:00
26972,2,2,3,sale,-6,2024-11-03 18:34:00
26973,2,9,3,sale,-5,2024-11-03 18:34:00
26974,2,1,3,sale,-2,2024-11-03 18:34:00
26975,2,3,3,sale,-3,2024-11-03 18:34:00
26976,2,6,3,sale,-4,2024-11-03 18:34:00
26977,2,38,3,sale,-4,2024-11-03 08:41:00
26978,2,36,3,sale,-2,2024-11-03 08:41:00
26979,2,37,3,sale,-3,2024-11-03 08:41:00
26980,2,38,12,sale,-3,2024-11-03 15:14:00
26981,2,3,12,sale,-3,2024-11-03 16:01:00
26982,2,6,12,sale,-3,2024-11-03 16:01:00
26983,2,9,12,sale,-5,2024-11-03 16:01:00
26984,2,2,12,sale,-4,2024-11-03 16:01:00
26985,2,39,3,sale,-4,2024-11-03 11:13:00
26986,2,31,3,sale,-3,2024-11-03 11:13:00
26987,2,35,3,sale,-1,2024-11-03 11:13:00
26988,2,33,3,sale,-2,2024-11-03 11:13:00
26989,2,29,12,sale,-4,2024-11-03 15:26:00
26990,2,25,12,sale,-2,2024-11-03 15:26:00
26991,2,22,12,sale,-4,2024-11-03 15:26:00
26992,2,27,12,sale,-6,2024-11-03 15:26:00
26993,2,30,12,sale,-3,2024-11-03 15:26:00
26994,2,38,3,sale,-1,2024-11-03 09:27:00
26995,2,31,3,sale,-2,2024-11-03 09:27:00
26996,2,36,3,sale,-4,2024-11-03 09:27:00
26997,3,49,5,sale,-3,2024-11-03 17:36:00
26998,3,43,5,sale,-6,2024-11-03 17:36:00
26999,3,38,4,sale,-5,2024-11-03 19:12:00
27000,3,39,4,sale,-1,2024-11-03 19:12:00
27001,3,37,1,sale,-3,2024-11-03 16:15:00
27002,3,48,5,sale,-5,2024-11-03 10:23:00
27003,3,49,9,sale,-6,2024-11-03 08:01:00
27004,3,47,9,sale,-5,2024-11-03 08:01:00
27005,3,50,9,sale,-6,2024-11-03 08:01:00
27006,3,54,1,sale,-6,2024-11-03 20:17:00
27007,3,59,1,sale,-3,2024-11-03 20:17:00
27008,3,56,1,sale,-5,2024-11-03 20:17:00
27009,3,52,1,sale,-4,2024-11-03 20:17:00
27010,3,51,1,sale,-2,2024-11-03 20:17:00
27011,3,5,5,sale,-4,2024-11-03 19:16:00
27012,3,1,5,sale,-6,2024-11-03 19:16:00
27013,3,2,5,sale,-3,2024-11-03 19:16:00
27014,3,51,1,sale,-6,2024-11-03 18:23:00
27015,3,60,1,sale,-1,2024-11-03 18:23:00
27016,3,35,5,sale,-3,2024-11-03 18:35:00
27017,3,59,4,sale,-5,2024-11-03 18:11:00
27018,3,29,9,sale,-4,2024-11-03 10:40:00
27019,3,23,9,sale,-3,2024-11-03 10:40:00
27020,3,27,9,sale,-2,2024-11-03 10:40:00
27021,3,24,9,sale,-2,2024-11-03 10:40:00
27022,3,38,1,sale,-1,2024-11-03 13:07:00
27023,3,35,1,sale,-3,2024-11-03 13:07:00
27024,3,31,1,sale,-4,2024-11-03 13:07:00
27025,3,33,1,sale,-5,2024-11-03 13:07:00
27026,3,39,1,sale,-2,2024-11-03 13:07:00
27027,3,58,9,sale,-6,2024-11-03 20:14:00
27028,3,55,9,sale,-1,2024-11-03 20:14:00
27029,3,60,9,sale,-4,2024-11-03 20:14:00
27030,3,56,9,sale,-3,2024-11-03 20:14:00
27031,3,30,5,sale,-3,2024-11-03 13:48:00
27032,3,31,9,sale,-6,2024-11-03 10:01:00
27033,3,38,9,sale,-5,2024-11-03 10:01:00
27034,3,32,9,sale,-3,2024-11-03 10:01:00
27035,3,39,9,sale,-6,2024-11-03 10:01:00
27036,3,13,9,sale,-6,2024-11-03 19:35:00
27037,3,20,9,sale,-6,2024-11-03 19:35:00
27038,3,15,9,sale,-6,2024-11-03 19:35:00
27039,3,19,9,sale,-3,2024-11-03 19:35:00
27040,3,44,1,sale,-4,2024-11-03 10:25:00
27041,3,43,1,sale,-3,2024-11-03 10:25:00
27042,3,45,5,sale,-1,2024-11-03 13:16:00
27043,3,49,5,sale,-5,2024-11-03 13:16:00
27044,4,29,12,sale,-3,2024-11-03 20:29:00
27045,4,25,12,sale,-3,2024-11-03 20:29:00
27046,4,22,12,sale,-6,2024-11-03 20:29:00
27047,4,21,12,sale,-1,2024-11-03 20:29:00
27048,4,23,12,sale,-5,2024-11-03 20:29:00
27049,4,23,12,sale,-3,2024-11-03 18:57:00
27050,4,28,12,sale,-1,03/11/2024 16:57
27051,4,22,12,sale,-2,03/11/2024 16:57
27052,4,26,12,sale,-3,03/11/2024 16:57
27053,4,23,12,sale,-3,03/11/2024 16:57
27054,4,30,12,sale,-1,03/11/2024 16:57
27055,4,33,12,sale,-3,2024-11-03 10:49:00
27056,4,37,12,sale,-3,03/11/2024 20:03
27057,4,36,12,sale,-3,03/11/2024 20:03
27058,4,40,12,sale,-4,03/11/2024 20:03
27059,4,50,12,sale,-5,2024-11-03 14:44:00
27060,4,41,12,sale,-5,2024-11-03 14:44:00
27061,4,47,12,sale,-6,2024-11-03 14:44:00
27062,4,44,12,sale,-6,2024-11-03 14:44:00
27063,4,54,12,sale,-2,2024-11-03 12:37:00
27064,4,43,12,sale,-5,2024-11-03 16:14:00
27065,4,42,12,sale,-5,2024-11-03 16:14:00
27066,4,45,12,sale,-6,2024-11-03 16:14:00
27067,4,41,12,sale,-3,2024-11-03 16:14:00
27068,4,44,12,sale,-5,2024-11-03 16:14:00
27069,4,32,12,sale,-2,2024-11-03 19:51:00
27070,4,38,12,sale,-1,2024-11-03 19:51:00
27071,1,1,10,sale,-1,2024-11-04 11:16:00
27072,1,53,7,sale,-6,2024-11-04 18:12:00
27073,1,20,10,sale,-6,2024-11-04 19:12:00
27074,1,11,10,sale,-3,2024-11-04 19:12:00
27075,1,19,10,sale,-3,2024-11-04 19:12:00
27076,1,13,10,sale,-3,2024-11-04 19:12:00
27077,1,24,10,sale,-5,04/11/2024 20:33
27078,1,21,10,sale,-5,04/11/2024 20:33
27079,1,26,10,sale,-2,04/11/2024 20:33
27080,1,27,10,sale,-1,04/11/2024 20:33
27081,1,30,10,sale,-4,04/11/2024 20:33
27082,1,51,10,sale,-1,2024-11-04 14:47:00
27083,1,17,7,sale,-3,2024-11-04 18:49:00
27084,1,18,7,sale,-2,2024-11-04 18:49:00
27085,1,15,7,sale,-6,2024-11-04 12:56:00
27086,1,20,7,sale,-3,2024-11-04 12:56:00
27087,1,16,7,sale,-3,2024-11-04 12:56:00
27088,1,14,7,sale,-6,2024-11-04 12:56:00
27089,1,12,7,sale,-6,2024-11-04 12:56:00
27090,1,37,10,sale,-6,04/11/2024 14:40
27091,1,40,10,sale,-4,04/11/2024 14:40
27092,1,11,6,sale,-1,2024-11-04 20:46:00
27093,1,17,6,sale,-2,2024-11-04 20:46:00
27094,1,14,6,sale,-2,2024-11-04 20:46:00
27095,1,15,6,sale,-1,2024-11-04 20:46:00
27096,1,15,10,sale,-4,2024-11-04 16:31:00
27097,1,17,10,sale,-4,2024-11-04 16:31:00
27098,1,33,4,sale,-2,04/11/2024 16:29
27099,1,36,4,sale,-5,04/11/2024 16:29
27100,1,35,4,sale,-3,04/11/2024 16:29
27101,1,50,11,sale,-6,2024-11-04 12:22:00
27102,1,15,10,sale,-3,2024-11-04 19:10:00
27103,1,16,10,sale,-2,2024-11-04 19:10:00
27104,1,13,10,sale,-6,2024-11-04 19:10:00
27105,1,59,11,sale,-5,2024-11-04 13:03:00
27106,1,55,11,sale,-2,2024-11-04 13:03:00
27107,1,58,11,sale,-3,2024-11-04 13:03:00
27108,1,53,11,sale,-3,2024-11-04 13:03:00
27109,1,52,11,sale,-2,2024-11-04 13:03:00
27110,1,42,10,sale,-3,2024-11-04 14:06:00
27111,1,43,10,sale,-2,2024-11-04 14:06:00
27112,1,49,10,sale,-6,2024-11-04 14:06:00
27113,1,41,10,sale,-4,2024-11-04 14:06:00
27114,1,48,10,sale,-2,2024-11-04 14:06:00
27115,1,46,11,sale,-5,2024-11-04 08:18:00
27116,1,42,11,sale,-3,2024-11-04 08:18:00
27117,1,45,11,sale,-2,2024-11-04 08:18:00
27118,1,50,11,sale,-6,2024-11-04 08:18:00
27119,1,41,11,sale,-4,2024-11-04 08:18:00
27120,1,15,7,sale,-2,2024-11-04 08:18:00
27121,1,57,11,sale,-4,2024-11-04 20:54:00
27122,1,60,11,sale,-4,2024-11-04 20:54:00
27123,1,53,11,sale,-6,2024-11-04 20:54:00
27124,1,54,11,sale,-5,2024-11-04 20:54:00
27125,1,51,11,sale,-4,2024-11-04 20:54:00
27126,1,38,4,sale,-4,2024-11-04 14:32:00
27127,1,40,4,sale,-1,2024-11-04 14:32:00
27128,1,34,4,sale,-3,2024-11-04 14:32:00
27129,1,39,4,sale,-6,2024-11-04 14:32:00
27130,1,9,11,sale,-1,2024-11-04 13:39:00
27131,1,4,11,sale,-5,2024-11-04 13:39:00
27132,1,6,11,sale,-1,2024-11-04 13:39:00
27133,1,28,6,sale,-1,2024-11-04 12:00:00
27134,1,27,6,sale,-1,2024-11-04 12:00:00
27135,1,26,6,sale,-3,2024-11-04 12:00:00
27136,1,25,6,sale,-1,2024-11-04 12:00:00
27137,1,23,6,sale,-2,2024-11-04 12:00:00
27138,1,49,6,sale,-6,2024-11-04 10:33:00
27139,1,41,6,sale,-1,2024-11-04 10:33:00
27140,1,48,6,sale,-1,2024-11-04 10:33:00
27141,1,43,6,sale,-4,2024-11-04 10:33:00
27142,1,33,6,sale,-2,2024-11-04 08:08:00
27143,1,36,6,sale,-4,2024-11-04 08:08:00
27144,2,18,3,sale,-3,2024-11-04 10:00:00
27145,2,16,3,sale,-6,2024-11-04 10:00:00
27146,2,14,3,sale,-3,2024-11-04 10:00:00
27147,2,19,3,sale,-4,2024-11-04 10:00:00
27148,2,7,12,sale,-5,2024-11-04 20:46:00
27149,2,5,12,sale,-1,2024-11-04 20:46:00
27150,2,8,12,sale,-6,2024-11-04 20:46:00
27151,2,10,12,sale,-1,2024-11-04 20:46:00
27152,2,10,12,sale,-2,2024-11-04 17:17:00
27153,2,4,12,sale,-3,2024-11-04 17:17:00
27154,2,18,12,sale,-5,2024-11-04 20:55:00
27155,2,14,12,sale,-4,2024-11-04 20:55:00
27156,2,13,12,sale,-2,2024-11-04 20:55:00
27157,2,53,3,sale,-6,2024-11-04 18:41:00
27158,2,40,12,sale,-5,2024-11-04 12:29:00
27159,2,35,12,sale,-4,2024-11-04 12:29:00
27160,2,31,12,sale,-5,2024-11-04 12:29:00
27161,2,36,12,sale,-4,2024-11-04 12:29:00
27162,2,39,12,sale,-4,2024-11-04 12:29:00
27163,2,2,12,sale,-4,2024-11-04 13:55:00
27164,2,9,12,sale,-5,2024-11-04 13:55:00
27165,2,4,12,sale,-5,2024-11-04 13:55:00
27166,2,10,12,sale,-3,2024-11-04 13:55:00
27167,2,8,12,sale,-6,2024-11-04 13:55:00
27168,2,44,12,sale,-6,2024-11-04 16:18:00
27169,2,48,12,sale,-2,2024-11-04 16:18:00
27170,2,43,12,sale,-1,2024-11-04 16:18:00
27171,2,49,12,sale,-4,2024-11-04 15:39:00
27172,2,47,12,sale,-4,2024-11-04 15:39:00
27173,2,50,12,sale,-5,2024-11-04 15:39:00
27174,2,29,12,sale,-1,2024-11-04 14:07:00
27175,2,22,12,sale,-5,2024-11-04 14:07:00
27176,2,26,12,sale,-6,2024-11-04 14:07:00
27177,2,56,12,sale,-1,2024-11-04 13:18:00
27178,2,51,12,sale,-6,2024-11-04 13:18:00
27179,2,57,12,sale,-4,2024-11-04 11:54:00
27180,2,51,12,sale,-6,2024-11-04 11:54:00
27181,2,58,12,sale,-4,2024-11-04 11:54:00
27182,2,51,12,sale,-6,2024-11-04 09:19:00
27183,2,59,3,sale,-2,2024-11-04 14:46:00
27184,2,20,12,sale,-4,2024-11-04 09:33:00
27185,2,19,12,sale,-2,2024-11-04 09:33:00
27186,2,11,12,sale,-4,2024-11-04 09:33:00
27187,2,13,12,sale,-4,2024-11-04 09:33:00
27188,2,12,12,sale,-5,2024-11-04 09:33:00
27189,2,9,12,sale,-4,2024-11-04 08:24:00
27190,2,5,12,sale,-2,2024-11-04 08:24:00
27191,2,8,12,sale,-5,2024-11-04 08:24:00
27192,2,4,12,sale,-4,2024-11-04 08:24:00
27193,2,10,12,sale,-5,2024-11-04 08:24:00
27194,2,55,3,sale,-6,2024-11-04 11:11:00
27195,2,57,3,sale,-2,2024-11-04 11:11:00
27196,2,54,3,sale,-5,2024-11-04 11:11:00
27197,2,48,12,sale,-5,2024-11-04 18:59:00
27198,2,58,12,sale,-2,2024-11-04 10:32:00
27199,2,55,12,sale,-2,2024-11-04 10:32:00
27200,2,57,12,sale,-4,2024-11-04 10:32:00
27201,2,59,12,sale,-5,2024-11-04 10:32:00
27202,2,52,12,sale,-6,2024-11-04 10:32:00
27203,2,5,12,sale,-5,2024-11-04 15:34:00
27204,2,2,12,sale,-5,2024-11-04 15:34:00
27205,2,10,12,sale,-1,2024-11-04 15:34:00
27206,2,1,12,sale,-1,2024-11-04 15:34:00
27207,2,26,3,sale,-1,2024-11-04 09:22:00
27208,2,27,3,sale,-4,2024-11-04 09:22:00
27209,2,53,3,sale,-1,2024-11-04 08:28:00
27210,2,60,3,sale,-3,2024-11-04 08:28:00
27211,2,52,3,sale,-6,2024-11-04 08:28:00
27212,2,1,12,sale,-3,2024-11-04 10:42:00
27213,3,56,9,sale,-4,04/11/2024 15:44
27214,3,54,9,sale,-6,04/11/2024 15:44
27215,3,59,9,sale,-4,04/11/2024 15:44
27216,3,53,9,sale,-6,04/11/2024 15:44
27217,3,59,4,sale,-6,2024-11-04 08:19:00
27218,3,53,4,sale,-5,2024-11-04 08:19:00
27219,3,51,4,sale,-4,2024-11-04 08:19:00
27220,3,56,4,sale,-2,2024-11-04 08:19:00
27221,3,26,4,sale,-4,2024-11-04 15:59:00
27222,3,28,4,sale,-2,2024-11-04 15:59:00
27223,3,24,4,sale,-2,2024-11-04 15:59:00
27224,3,1,4,sale,-3,2024-11-04 15:33:00
27225,3,5,4,sale,-4,2024-11-04 15:33:00
27226,3,50,5,sale,-3,2024-11-04 14:42:00
27227,3,42,5,sale,-2,2024-11-04 14:42:00
27228,3,47,5,sale,-3,2024-11-04 14:42:00
27229,3,4,4,sale,-1,2024-11-04 08:51:00
27230,3,1,4,sale,-3,2024-11-04 08:51:00
27231,3,7,4,sale,-1,2024-11-04 08:51:00
27232,3,6,4,sale,-3,2024-11-04 08:51:00
27233,3,10,5,sale,-1,2024-11-04 16:04:00
27234,3,2,5,sale,-2,2024-11-04 16:04:00
27235,3,9,5,sale,-4,2024-11-04 16:04:00
27236,3,5,5,sale,-1,2024-11-04 16:04:00
27237,3,17,1,sale,-6,2024-11-04 19:40:00
27238,3,18,1,sale,-2,2024-11-04 19:40:00
27239,3,14,1,sale,-2,2024-11-04 19:40:00
27240,3,15,1,sale,-3,2024-11-04 19:40:00
27241,3,11,9,sale,-2,2024-11-04 09:29:00
27242,3,15,9,sale,-4,2024-11-04 09:29:00
27243,3,18,9,sale,-2,2024-11-04 09:29:00
27244,3,59,1,sale,-6,04/11/2024 08:15
27245,3,59,1,sale,-6,2024-11-04 08:17:00
27246,3,54,8,sale,-3,2024-11-04 20:26:00
27247,3,50,5,sale,-2,2024-11-04 19:29:00
27248,3,43,5,sale,-2,2024-11-04 19:29:00
27249,3,23,4,sale,-1,2024-11-04 11:46:00
27250,3,22,4,sale,-2,2024-11-04 11:46:00
27251,3,21,4,sale,-5,2024-11-04 11:46:00
27252,3,27,4,sale,-3,2024-11-04 11:46:00
27253,4,30,12,sale,-2,2024-11-04 18:33:00
27254,4,22,12,sale,-3,2024-11-04 18:33:00
27255,4,30,12,sale,-2,2024-11-04 18:34:00
27256,4,22,12,sale,-3,2024-11-04 18:34:00
27257,4,34,12,sale,-1,2024-11-04 11:52:00
27258,4,37,12,sale,-5,2024-11-04 11:52:00
27259,4,31,12,sale,-2,2024-11-04 11:52:00
27260,4,19,12,sale,-6,2024-11-04 17:56:00
27261,4,12,12,sale,-3,2024-11-04 17:56:00
27262,4,18,12,sale,-2,2024-11-04 17:56:00
27263,4,16,12,sale,-3,2024-11-04 17:56:00
27264,4,13,12,sale,-3,2024-11-04 17:14:00
27265,4,14,12,sale,-5,2024-11-04 17:14:00
27266,4,53,12,sale,-5,2024-11-04 10:46:00
27267,4,56,12,sale,-6,2024-11-04 10:46:00
27268,4,60,12,sale,-3,2024-11-04 10:46:00
27269,4,59,12,sale,-6,2024-11-04 10:46:00
27270,4,42,12,sale,-1,2024-11-04 18:54:00
27271,1,21,10,sale,-4,2024-11-05 10:01:00
27272,1,24,10,sale,-5,2024-11-05 10:01:00
27273,1,19,10,sale,-1,2024-11-05 13:52:00
27274,1,12,10,sale,-5,2024-11-05 13:52:00
27275,1,18,10,sale,-3,2024-11-05 10:43:00
27276,1,14,10,sale,-5,2024-11-05 10:43:00
27277,1,5,2,sale,-1,2024-11-05 16:01:00
27278,1,4,2,sale,-2,2024-11-05 16:01:00
27279,1,3,2,sale,-1,2024-11-05 16:01:00
27280,1,10,2,sale,-5,2024-11-05 16:01:00
27281,1,52,4,sale,-6,2024-11-05 14:06:00
27282,1,57,4,sale,-4,2024-11-05 14:06:00
27283,1,4,11,sale,-6,2024-11-05 12:12:00
27284,1,10,11,sale,-2,2024-11-05 12:12:00
27285,1,8,11,sale,-1,2024-11-05 12:12:00
27286,1,3,11,sale,-2,2024-11-05 12:12:00
27287,1,9,10,sale,-1,2024-11-05 10:13:00
27288,1,5,10,sale,-5,2024-11-05 10:13:00
27289,1,8,10,sale,-6,2024-11-05 10:13:00
27290,1,10,10,sale,-4,2024-11-05 10:13:00
27291,1,41,7,sale,-4,2024-11-05 17:30:00
27292,1,48,7,sale,-2,2024-11-05 17:30:00
27293,1,44,7,sale,-6,2024-11-05 17:30:00
27294,1,50,7,sale,-4,2024-11-05 17:30:00
27295,1,45,7,sale,-2,2024-11-05 17:30:00
27296,1,51,11,sale,-6,2024-11-05 09:48:00
27297,1,59,11,sale,-1,2024-11-05 09:48:00
27298,1,54,11,sale,-1,2024-11-05 09:48:00
27299,1,55,11,sale,-5,2024-11-05 09:48:00
27300,1,53,11,sale,-5,2024-11-05 09:48:00
27301,1,52,4,sale,-4,2024-11-05 20:35:00
27302,1,55,4,sale,-1,2024-11-05 20:35:00
27303,1,60,4,sale,-3,2024-11-05 20:35:00
27304,1,53,4,sale,-1,2024-11-05 20:35:00
27305,1,58,4,sale,-6,2024-11-05 20:35:00
27306,1,51,6,sale,-2,2024-11-05 19:08:00
27307,1,4,10,sale,-3,2024-11-05 08:37:00
27308,1,2,10,sale,-4,2024-11-05 08:37:00
27309,1,5,10,sale,-2,2024-11-05 08:37:00
27310,1,7,10,sale,-4,2024-11-05 08:37:00
27311,1,49,2,sale,-1,2024-11-05 15:25:00
27312,1,34,4,sale,-6,2024-11-05 09:10:00
27313,1,36,4,sale,-6,2024-11-05 09:10:00
27314,1,40,4,sale,-5,2024-11-05 09:10:00
27315,1,31,4,sale,-3,2024-11-05 09:10:00
27316,1,39,4,sale,-3,2024-11-05 09:10:00
27317,1,24,7,sale,-4,2024-11-05 15:20:00
27318,1,30,7,sale,-3,2024-11-05 15:20:00
27319,1,19,10,sale,-5,2024-11-05 11:21:00
27320,1,17,10,sale,-5,2024-11-05 11:21:00
27321,1,14,10,sale,-2,2024-11-05 11:21:00
27322,1,20,10,sale,-2,2024-11-05 11:21:00
27323,1,11,10,sale,-6,2024-11-05 11:21:00
27324,1,38,4,sale,-5,2024-11-05 08:14:00
27325,1,37,4,sale,-6,2024-11-05 08:14:00
27326,1,36,6,sale,-4,2024-11-05 09:29:00
27327,1,35,6,sale,-3,2024-11-05 09:29:00
27328,1,33,6,sale,-1,2024-11-05 09:29:00
27329,1,39,6,sale,-3,2024-11-05 09:29:00
27330,1,40,6,sale,-2,2024-11-05 09:29:00
27331,1,45,7,sale,-3,2024-11-05 15:11:00
27332,1,47,7,sale,-4,2024-11-05 15:11:00
27333,1,41,7,sale,-6,2024-11-05 15:11:00
27334,1,49,7,sale,-4,2024-11-05 15:11:00
27335,1,50,7,sale,-2,2024-11-05 15:11:00
27336,1,54,2,sale,-5,2024-11-05 18:43:00
27337,1,52,2,sale,-3,2024-11-05 18:43:00
27338,1,57,2,sale,-1,2024-11-05 18:43:00
27339,1,53,2,sale,-5,2024-11-05 18:43:00
27340,1,51,2,sale,-4,2024-11-05 18:43:00
27341,1,54,6,sale,-1,2024-11-05 12:14:00
27342,1,55,6,sale,-6,2024-11-05 12:14:00
27343,1,56,6,sale,-3,2024-11-05 12:14:00
27344,1,60,6,sale,-1,2024-11-05 12:14:00
27345,1,53,6,sale,-1,2024-11-05 12:14:00
27346,1,22,4,sale,-1,2024-11-05 20:15:00
27347,1,34,4,sale,-6,2024-11-05 16:50:00
27348,1,36,4,sale,-5,2024-11-05 16:50:00
27349,1,11,2,sale,-1,2024-11-05 13:28:00
27350,1,13,2,sale,-6,2024-11-05 13:28:00
27351,1,18,2,sale,-3,2024-11-05 13:28:00
27352,1,12,2,sale,-4,2024-11-05 13:28:00
27353,1,10,11,sale,-5,2024-11-05 12:25:00
27354,1,8,11,sale,-6,2024-11-05 12:25:00
27355,1,46,2,sale,-4,2024-11-05 19:23:00
27356,1,44,2,sale,-1,2024-11-05 19:23:00
27357,1,41,2,sale,-2,2024-11-05 19:23:00
27358,1,48,2,sale,-2,2024-11-05 19:23:00
27359,1,9,6,sale,-2,2024-11-05 17:58:00
27360,1,10,6,sale,-5,2024-11-05 17:58:00
27361,1,7,6,sale,-2,2024-11-05 17:58:00
27362,1,6,6,sale,-5,2024-11-05 17:58:00
27363,1,1,6,sale,-5,2024-11-05 17:58:00
27364,1,45,10,sale,-5,05/11/2024 17:52
27365,1,49,10,sale,-3,05/11/2024 17:52
27366,1,60,4,sale,-1,2024-11-05 13:03:00
27367,1,57,4,sale,-6,2024-11-05 13:03:00
27368,1,56,4,sale,-5,2024-11-05 13:03:00
27369,1,60,6,sale,-5,2024-11-05 15:05:00
27370,1,57,6,sale,-6,2024-11-05 15:05:00
27371,1,52,6,sale,-1,2024-11-05 15:05:00
27372,1,51,6,sale,-4,2024-11-05 15:05:00
27373,1,54,6,sale,-3,2024-11-05 15:05:00
27374,2,52,3,sale,-1,2024-11-05 14:33:00
27375,2,19,3,sale,-1,2024-11-05 18:22:00
27376,2,16,3,sale,-6,2024-11-05 18:22:00
27377,2,15,3,sale,-1,2024-11-05 18:22:00
27378,2,13,3,sale,-3,2024-11-05 18:22:00
27379,2,14,3,sale,-2,2024-11-05 18:22:00
27380,2,21,3,sale,-2,2024-11-05 13:21:00
27381,2,22,3,sale,-3,2024-11-05 13:21:00
27382,2,55,12,sale,-4,2024-11-05 08:25:00
27383,2,60,12,sale,-5,2024-11-05 08:25:00
27384,2,58,12,sale,-3,2024-11-05 08:25:00
27385,2,52,12,sale,-5,2024-11-05 08:25:00
27386,2,51,12,sale,-4,2024-11-05 08:25:00
27387,2,26,12,sale,-5,2024-11-05 10:54:00
27388,2,28,12,sale,-4,2024-11-05 10:54:00
27389,2,25,12,sale,-1,2024-11-05 10:54:00
27390,2,9,3,sale,-5,2024-11-05 12:11:00
27391,2,6,3,sale,-6,2024-11-05 12:11:00
27392,2,3,3,sale,-1,2024-11-05 12:11:00
27393,2,5,3,sale,-5,2024-11-05 12:11:00
27394,2,58,12,sale,-2,2024-11-05 12:55:00
27395,2,56,12,sale,-1,2024-11-05 12:55:00
27396,2,58,3,sale,-4,2024-11-05 15:29:00
27397,2,26,3,sale,-6,2024-11-05 14:15:00
27398,2,25,3,sale,-5,2024-11-05 14:15:00
27399,2,27,3,sale,-2,2024-11-05 14:15:00
27400,2,21,3,sale,-6,2024-11-05 14:15:00
27401,2,17,3,sale,-4,2024-11-05 13:44:00
27402,2,13,3,sale,-2,2024-11-05 13:44:00
