sale_item_id,sale_id,product_id,quantity,unit_price,discount,subtotal
6332,2107,16,4,1.12,0.0,4.48
6333,2107,11,2,2.55,0.0,5.1
6334,2108,12,3,1.17,0.0,3.51
6335,2108,13,2,2.69,0.0,5.38
6336,2109,60,2,0.54,0.0,1.08
6337,2109,55,1,0.58,0.0,0.58
6338,2109,57,3,2.41,0.0,7.23
6339,2109,51,1,1.19,0.0,1.19
6340,2109,54,3,3.37,0.0,10.11
6341,2110,19,3,1.05,0.0,3.15
6342,2111,42,5,3.19,0.0,15.95
6343,2111,41,1,5.98,0.0,5.98
6344,2112,55,1,0.58,0.0,0.58
6345,2113,53,1,2.5,0.0,2.5
6346,2113,55,1,0.58,0.0,0.58
6347,2113,51,4,1.19,0.0,4.76
6348,2113,57,5,2.41,0.0,12.05
6349,2113,52,2,2.33,0.0,4.66
6350,2114,47,3,2.14,0.0,6.42
6351,2114,43,4,1.61,0.0,6.44
6352,2114,45,5,2.15,0.0,10.75
6353,2114,42,5,3.19,0.0,15.95
6354,2114,44,4,2.69,0.0,10.76
6355,2115,39,6,3.22,0.0,19.32
6356,2115,33,2,2.23,0.0,4.46
6357,2115,34,3,3.06,0.0,9.18
6358,2115,36,3,4.66,0.0,13.98
6359,2115,38,3,4.59,0.0,13.77
6360,2116,3,2,2.27,0.0,4.54
6361,2116,9,3,1.59,0.0,4.77
6362,2116,1,3,0.92,0.0,2.76
6363,2116,10,3,1.97,0.0,5.91
6364,2116,8,2,1.71,0.0,3.42
6365,2117,17,2,1.16,0.0,2.32
6366,2117,20,5,1.73,0.0,8.65
6367,2117,11,5,2.55,0.0,12.75
6368,2117,15,4,1.65,0.0,6.6
6369,2118,52,6,2.33,0.0,13.98
6370,2118,54,4,3.37,0.0,13.48
6371,2119,52,2,2.33,0.0,4.66
6372,2119,55,1,0.58,0.0,0.58
6373,2119,59,6,2.38,0.0,14.28
6374,2120,28,2,49.03,0.0,98.06
6375,2120,25,2,69.05,0.0,138.1
6376,2120,29,1,72.15,0.0,72.15
6377,2121,28,4,49.03,0.0,196.12
6378,2121,23,1,89.71,0.0,89.71
6379,2121,27,1,23.37,0.0,23.37
6380,2121,30,1,80.29,0.0,80.29
6381,2121,25,1,69.05,0.0,69.05
6382,2122,29,6,72.15,0.0,432.9
6383,2122,27,5,23.37,0.0,116.85
6384,2122,22,5,19.76,0.0,98.8
6385,2123,15,5,1.65,0.0,8.25
6386,2123,14,2,2.14,0.0,4.28
6387,2123,18,4,2.74,0.0,10.96
6388,2123,19,3,1.05,0.0,3.15
6389,2123,12,5,1.17,0.0,5.85
6390,2124,18,1,2.74,0.0,2.74
6391,2125,48,4,1.35,0.0,5.4
6392,2125,50,1,1.66,0.0,1.66
6393,2125,45,2,2.15,0.0,4.3
6394,2125,41,4,5.98,0.0,23.92
6395,2126,33,6,2.23,0.0,13.38
6396,2126,32,5,5.39,0.0,26.95
6397,2126,40,2,7.77,0.0,15.54
6398,2126,37,1,6.48,0.0,6.48
6399,2126,36,5,4.66,0.0,23.3
6400,2127,47,6,2.14,0.0,12.84
6401,2127,45,2,2.15,0.0,4.3
6402,2128,51,4,1.19,0.0,4.76
6403,2128,57,6,2.41,0.0,14.46
6404,2129,19,1,1.05,0.0,1.05
6405,2129,15,5,1.65,0.0,8.25
6406,2129,12,6,1.17,0.0,7.02
6407,2130,28,6,49.03,0.0,294.18
6408,2130,29,1,72.15,0.0,72.15
6409,2131,37,6,6.48,0.0,38.88
6410,2132,60,2,0.54,0.0,1.08
6411,2133,33,4,2.23,0.0,8.92
6412,2133,38,5,4.59,0.0,22.95
6413,2133,37,4,6.48,0.0,25.92
6414,2133,34,4,3.06,0.0,12.24
6415,2134,38,3,4.59,0.0,13.77
6416,2135,47,2,2.14,0.0,4.28
6417,2135,48,2,1.35,0.0,2.7
6418,2136,32,1,5.39,0.0,5.39
6419,2137,8,3,1.71,0.0,5.13
6420,2137,3,5,2.27,0.0,11.35
6421,2137,2,5,2.11,0.0,10.55
6422,2138,40,6,7.77,0.0,46.62
6423,2138,31,6,5.01,0.0,30.06
6424,2138,35,5,7.66,0.0,38.3
6425,2138,37,5,6.48,0.0,32.4
6426,2139,34,1,3.06,0.0,3.06
6427,2139,37,5,6.48,0.0,32.4
6428,2139,38,6,4.59,0.0,27.54
6429,2139,32,4,5.39,0.0,21.56
6430,2140,37,5,6.48,0.0,32.4
6431,2140,38,4,4.59,0.0,18.36
6432,2140,33,1,2.23,0.0,2.23
6433,2140,39,6,3.22,0.0,19.32
6434,2140,40,6,7.77,0.0,46.62
6435,2141,32,2,5.39,0.0,10.78
6436,2141,38,6,4.59,0.0,27.54
6437,2141,39,4,3.22,0.0,12.88
6438,2141,40,1,7.77,0.0,7.77
6439,2141,36,5,4.66,0.0,23.3
6440,2142,56,4,1.47,0.0,5.88
6441,2142,58,4,1.61,0.0,6.44
6442,2142,54,5,3.37,0.0,16.85
6443,2142,53,3,2.5,0.0,7.5
6444,2142,55,2,0.58,0.0,1.16
6445,2143,38,4,4.59,0.0,18.36
6446,2143,37,3,6.48,0.0,19.44
6447,2143,36,6,4.66,0.0,27.96
6448,2143,35,3,7.66,0.0,22.98
6449,2144,54,3,3.37,0.0,10.11
6450,2144,55,3,0.58,0.0,1.74
6451,2144,58,6,1.61,0.0,9.66
6452,2145,30,5,80.29,0.0,401.45
6453,2145,27,3,23.37,0.0,70.11
6454,2145,26,3,71.32,0.0,213.96
6455,2145,22,1,19.76,0.0,19.76
6456,2145,28,2,49.03,0.0,98.06
6457,2146,39,4,3.22,0.0,12.88
6458,2146,36,5,4.66,0.0,23.3
6459,2147,41,4,5.98,0.0,23.92
6460,2147,48,2,1.35,0.0,2.7
6461,2147,44,1,2.69,0.0,2.69
6462,2148,36,1,4.66,0.0,4.66
6463,2149,44,4,2.69,0.0,10.76
6464,2149,45,4,2.15,0.0,8.6
6465,2150,60,3,0.54,0.0,1.62
6466,2150,58,1,1.61,0.0,1.61
6467,2151,41,2,5.98,0.0,11.96
6468,2152,48,2,1.35,0.0,2.7
6469,2152,50,2,1.66,0.0,3.32
6470,2152,49,1,4.34,0.0,4.34
6471,2152,42,4,3.19,0.0,12.76
6472,2152,45,1,2.15,0.0,2.15
6473,2153,60,6,0.54,0.0,3.24
6474,2153,54,6,3.37,0.0,20.22
6475,2153,56,6,1.47,0.0,8.82
6476,2153,51,2,1.19,0.0,2.38
6477,2153,53,4,2.5,0.0,10.0
6478,2154,42,5,3.19,0.0,15.95
6479,2154,49,2,4.34,0.0,8.68
6480,2154,50,2,1.66,0.0,3.32
6481,2154,48,6,1.35,0.0,8.1
6482,2155,19,2,1.05,0.0,2.1
6483,2155,15,2,1.65,0.0,3.3
6484,2155,12,4,1.17,0.0,4.68
6485,2155,16,4,1.12,0.0,4.48
6486,2155,17,5,1.16,0.0,5.8
6487,2156,2,3,2.11,0.0,6.33
6488,2156,1,1,0.92,0.0,0.92
6489,2156,7,4,0.92,0.0,3.68
6490,2157,21,3,74.41,0.0,223.23
6491,2157,24,5,87.83,0.0,439.15
6492,2158,44,1,2.69,0.0,2.69
6493,2159,29,3,72.15,0.0,216.45
6494,2159,26,1,71.32,0.0,71.32
6495,2159,25,5,69.05,0.0,345.25
6496,2159,23,5,89.71,0.0,448.55
6497,2160,7,2,0.92,0.0,1.84
6498,2160,1,4,0.92,0.0,3.68
6499,2160,6,5,1.25,0.0,6.25
6500,2161,54,5,3.37,0.0,16.85
6501,2161,51,2,1.19,0.0,2.38
6502,2162,1,2,0.92,0.0,1.84
6503,2162,3,2,2.27,0.0,4.54
6504,2162,8,1,1.71,0.0,1.71
6505,2163,11,3,2.55,0.0,7.65
6506,2164,42,3,3.19,0.0,9.57
6507,2164,41,5,5.98,0.0,29.9
6508,2164,44,3,2.69,0.0,8.07
6509,2164,49,6,4.34,0.0,26.04
6510,2164,43,4,1.61,0.0,6.44
6511,2165,33,3,2.23,0.0,6.69
6512,2165,35,2,7.66,0.0,15.32
6513,2165,36,5,4.66,0.0,23.3
6514,2165,38,1,4.59,0.0,4.59
6515,2165,37,3,6.48,0.0,19.44
6516,2166,12,2,1.17,0.0,2.34
6517,2166,19,3,1.05,0.0,3.15
6518,2166,16,3,1.12,0.0,3.36
6519,2167,47,5,2.14,0.0,10.7
6520,2167,46,4,1.35,0.0,5.4
6521,2167,45,4,2.15,0.0,8.6
6522,2167,43,1,1.61,0.0,1.61
6523,2167,49,6,4.34,0.0,26.04
6524,2168,41,6,5.98,0.0,35.88
6525,2168,49,3,4.34,0.0,13.02
6526,2168,43,3,1.61,0.0,4.83
6527,2169,6,3,1.25,0.0,3.75
6528,2169,10,3,1.97,0.0,5.91
6529,2169,4,5,1.57,0.0,7.85
6530,2170,18,3,2.74,0.0,8.22
6531,2170,20,5,1.73,0.0,8.65
6532,2170,19,2,1.05,0.0,2.1
6533,2170,13,3,2.69,0.0,8.07
6534,2171,38,6,4.59,0.0,27.54
6535,2171,31,3,5.01,0.0,15.03
6536,2171,39,3,3.22,0.0,9.66
6537,2171,34,3,3.06,0.0,9.18
6538,2171,40,5,7.77,0.0,38.85
6539,2172,33,4,2.23,0.0,8.92
6540,2172,34,6,3.06,0.0,18.36
6541,2172,36,4,4.66,0.0,18.64
6542,2172,37,1,6.48,0.0,6.48
6543,2173,32,4,5.39,0.0,21.56
6544,2173,33,2,2.23,0.0,4.46
6545,2173,39,6,3.22,0.0,19.32
6546,2174,51,3,1.19,0.0,3.57
6547,2175,23,6,89.71,0.0,538.26
6548,2175,22,2,19.76,0.0,39.52
6549,2175,27,2,23.37,0.0,46.74
6550,2175,25,3,69.05,0.0,207.15
6551,2176,40,5,7.77,0.0,38.85
6552,2176,32,4,5.39,0.0,21.56
6553,2176,31,6,5.01,0.0,30.06
6554,2177,44,1,2.69,0.0,2.69
6555,2177,50,5,1.66,0.0,8.3
6556,2177,47,6,2.14,0.0,12.84
6557,2177,45,2,2.15,0.0,4.3
6558,2177,49,1,4.34,0.0,4.34
6559,2178,46,5,1.35,0.0,6.75
6560,2178,49,1,4.34,0.0,4.34
6561,2178,44,1,2.69,0.0,2.69
6562,2179,34,2,3.06,0.0,6.12
6563,2179,37,4,6.48,0.0,25.92
6564,2180,19,5,1.05,0.0,5.25
6565,2181,37,3,6.48,0.0,19.44
6566,2181,40,2,7.77,0.0,15.54
6567,2181,34,6,3.06,0.0,18.36
6568,2181,36,1,4.66,0.0,4.66
6569,2182,28,6,49.03,0.0,294.18
6570,2182,25,4,69.05,0.0,276.2
6571,2182,23,3,89.71,0.0,269.13
6572,2183,39,4,3.22,0.0,12.88
6573,2184,17,2,1.16,0.0,2.32
6574,2184,14,1,2.14,0.0,2.14
6575,2184,16,3,1.12,0.0,3.36
6576,2185,20,5,1.73,0.0,8.65
6577,2185,11,4,2.55,0.0,10.2
6578,2185,17,4,1.16,0.0,4.64
6579,2185,13,4,2.69,0.0,10.76
6580,2186,45,5,2.15,0.0,10.75
6581,2186,47,4,2.14,0.0,8.56
6582,2187,12,3,1.17,0.0,3.51
6583,2187,14,6,2.14,0.0,12.84
6584,2187,17,5,1.16,0.0,5.8
6585,2187,19,3,1.05,0.0,3.15
6586,2188,27,4,23.37,0.0,93.48
6587,2188,26,5,71.32,0.0,356.6
6588,2188,28,6,49.03,0.0,294.18
6589,2188,25,1,69.05,0.0,69.05
6590,2189,54,3,3.37,0.0,10.11
6591,2189,53,4,2.5,0.0,10.0
6592,2189,58,1,1.61,0.0,1.61
6593,2189,51,3,1.19,0.0,3.57
6594,2190,15,3,1.65,0.0,4.95
6595,2190,18,2,2.74,0.0,5.48
6596,2190,12,1,1.17,0.0,1.17
6597,2190,17,2,1.16,0.0,2.32
6598,2191,47,2,2.14,0.0,4.28
6599,2191,46,2,1.35,0.0,2.7
6600,2191,42,3,3.19,0.0,9.57
6601,2192,14,5,2.14,0.0,10.7
6602,2192,20,1,1.73,0.0,1.73
6603,2193,8,3,1.71,0.0,5.13
6604,2193,5,5,1.43,0.0,7.15
6605,2193,7,5,0.92,0.0,4.6
6606,2194,8,3,1.71,0.0,5.13
6607,2194,5,5,1.43,0.0,7.15
6608,2194,7,5,0.92,0.0,4.6
6609,2195,46,2,1.35,0.0,2.7
6610,2195,49,1,4.34,0.0,4.34
6611,2196,2,5,2.11,0.0,10.55
6612,2196,7,5,0.92,0.0,4.6
6613,2197,4,4,1.57,0.0,6.28
6614,2197,2,3,2.11,0.0,6.33
6615,2197,3,2,2.27,0.0,4.54
6616,2198,19,2,1.05,0.0,2.1
6617,2198,11,3,2.55,0.0,7.65
6618,2198,17,4,1.16,0.0,4.64
6619,2199,58,1,1.61,0.0,1.61
6620,2199,56,1,1.47,0.0,1.47
6621,2200,42,6,3.19,0.0,19.14
6622,2200,50,5,1.66,0.0,8.3
6623,2200,43,1,1.61,0.0,1.61
6624,2200,41,4,5.98,0.0,23.92
6625,2201,11,3,2.55,0.0,7.65
6626,2201,16,5,1.12,0.0,5.6
6627,2202,35,6,7.66,0.0,45.96
6628,2202,34,5,3.06,0.0,15.3
6629,2202,33,2,2.23,0.0,4.46
6630,2202,37,1,6.48,0.0,6.48
6631,2202,31,2,5.01,0.0,10.02
6632,2203,42,3,3.19,0.0,9.57
6633,2204,4,2,1.57,0.0,3.14
6634,2204,10,2,1.97,0.0,3.94
6635,2204,7,1,0.92,0.0,0.92
6636,2205,19,2,1.05,0.0,2.1
6637,2205,15,4,1.65,0.0,6.6
6638,2205,12,4,1.17,0.0,4.68
6639,2205,14,1,2.14,0.0,2.14
6640,2205,13,6,2.69,0.0,16.14
6641,2206,53,6,2.5,0.0,15.0
6642,2206,59,5,2.38,0.0,11.9
6643,2206,54,6,3.37,0.0,20.22
6644,2206,57,4,2.41,0.0,9.64
6645,2206,52,1,2.33,0.0,2.33
6646,2207,46,5,1.35,0.0,6.75
6647,2208,46,6,1.35,0.0,8.1
6648,2209,17,6,1.16,0.0,6.96
6649,2209,15,4,1.65,0.0,6.6
6650,2210,3,3,2.27,0.0,6.81
6651,2210,6,4,1.25,0.0,5.0
6652,2210,4,1,1.57,0.0,1.57
6653,2211,6,2,1.25,0.0,2.5
6654,2211,7,4,0.92,0.0,3.68
6655,2211,3,1,2.27,0.0,2.27
6656,2211,10,5,1.97,0.0,9.85
6657,2211,9,6,1.59,0.0,9.54
6658,2212,59,4,2.38,0.0,9.52
6659,2213,11,1,2.55,0.0,2.55
6660,2213,19,1,1.05,0.0,1.05
6661,2213,12,2,1.17,0.0,2.34
6662,2213,16,2,1.12,0.0,2.24
6663,2213,14,4,2.14,0.0,8.56
6664,2214,42,3,3.19,0.0,9.57
6665,2215,1,6,0.92,0.0,5.52
6666,2215,8,3,1.71,0.0,5.13
6667,2215,9,5,1.59,0.0,7.95
6668,2215,2,3,2.11,0.0,6.33
6669,2216,16,2,1.12,0.0,2.24
6670,2216,17,6,1.16,0.0,6.96
6671,2217,51,4,1.19,0.0,4.76
6672,2218,52,4,2.33,0.0,9.32
6673,2218,59,6,2.38,0.0,14.28
6674,2218,53,4,2.5,0.0,10.0
6675,2218,56,3,1.47,0.0,4.41
6676,2218,51,5,1.19,0.0,5.95
6677,2219,30,2,80.29,0.0,160.58
6678,2219,28,1,49.03,0.0,49.03
6679,2219,22,1,19.76,0.0,19.76
6680,2219,29,5,72.15,0.0,360.75
6681,2219,23,2,89.71,0.0,179.42
6682,2220,42,2,3.19,0.0,6.38
6683,2220,47,6,2.14,0.0,12.84
6684,2220,44,1,2.69,0.0,2.69
6685,2220,50,2,1.66,0.0,3.32
6686,2220,43,6,1.61,0.0,9.66
6687,2221,6,3,1.25,0.0,3.75
6688,2221,4,2,1.57,0.0,3.14
6689,2221,9,4,1.59,0.0,6.36
6690,2221,3,6,2.27,0.0,13.62
6691,2222,27,3,23.37,0.0,70.11
6692,2222,24,6,87.83,0.0,526.98
6693,2223,19,2,1.05,0.0,2.1
6694,2223,17,5,1.16,0.0,5.8
6695,2223,16,6,1.12,0.0,6.72
6696,2223,11,3,2.55,0.0,7.65
6697,2224,58,2,1.61,0.0,3.22
6698,2224,52,1,2.33,0.0,2.33
6699,2224,60,2,0.54,0.0,1.08
6700,2224,53,6,2.5,0.0,15.0
6701,2225,18,5,2.74,0.0,13.7
6702,2225,16,2,1.12,0.0,2.24
6703,2225,11,4,2.55,0.0,10.2
6704,2226,16,3,1.12,0.0,3.36
6705,2226,17,2,1.16,0.0,2.32
6706,2226,13,2,2.69,0.0,5.38
6707,2226,15,5,1.65,0.0,8.25
6708,2227,44,1,2.69,0.0,2.69
6709,2227,45,1,2.15,0.0,2.15
6710,2227,49,6,4.34,0.0,26.04
6711,2228,43,1,1.61,0.0,1.61
6712,2228,42,5,3.19,0.0,15.95
6713,2228,41,5,5.98,0.0,29.9
6714,2228,48,6,1.35,0.0,8.1
6715,2228,45,5,2.15,0.0,10.75
6716,2229,55,3,0.58,0.0,1.74
6717,2229,59,6,2.38,0.0,14.28
6718,2229,52,4,2.33,0.0,9.32
6719,2229,51,1,1.19,0.0,1.19
6720,2229,57,2,2.41,0.0,4.82
6721,2230,37,3,6.48,0.0,19.44
6722,2230,33,3,2.23,0.0,6.69
6723,2231,13,5,2.69,0.0,13.45
6724,2231,14,3,2.14,0.0,6.42
6725,2232,20,3,1.73,0.0,5.19
6726,2233,32,1,5.39,0.0,5.39
6727,2233,31,4,5.01,0.0,20.04
6728,2233,38,2,4.59,0.0,9.18
6729,2233,35,3,7.66,0.0,22.98
6730,2233,33,2,2.23,0.0,4.46
6731,2234,18,3,2.74,0.0,8.22
6732,2235,25,2,69.05,0.0,138.1
6733,2235,22,6,19.76,0.0,118.56
6734,2235,24,2,87.83,0.0,175.66
6735,2236,8,6,1.71,0.0,10.26
6736,2237,20,1,1.73,0.0,1.73
6737,2237,13,5,2.69,0.0,13.45
6738,2237,19,1,1.05,0.0,1.05
6739,2238,24,5,87.83,0.0,439.15
6740,2239,43,2,1.61,0.0,3.22
6741,2239,41,6,5.98,0.0,35.88
6742,2239,42,1,3.19,0.0,3.19
6743,2240,57,5,2.41,0.0,12.05
6744,2240,60,1,0.54,0.0,0.54
6745,2240,56,6,1.47,0.0,8.82
6746,2240,55,5,0.58,0.0,2.9
6747,2240,53,2,2.5,0.0,5.0
6748,2241,52,6,2.33,0.0,13.98
6749,2241,57,5,2.41,0.0,12.05
6750,2241,55,1,0.58,0.0,0.58
6751,2241,53,3,2.5,0.0,7.5
6752,2241,56,2,1.47,0.0,2.94
6753,2242,2,4,2.11,0.0,8.44
6754,2242,6,5,1.25,0.0,6.25
6755,2243,43,4,1.61,0.0,6.44
6756,2243,45,2,2.15,0.0,4.3
6757,2244,14,4,2.14,0.0,8.56
6758,2244,19,4,1.05,0.0,4.2
6759,2245,17,5,1.16,0.0,5.8
6760,2245,18,6,2.74,0.0,16.44
6761,2245,15,4,1.65,0.0,6.6
6762,2245,11,4,2.55,0.0,10.2
6763,2246,2,2,2.11,0.0,4.22
6764,2246,1,3,0.92,0.0,2.76
6765,2246,8,4,1.71,0.0,6.84
6766,2247,50,3,1.66,0.0,4.98
6767,2247,49,6,4.34,0.0,26.04
6768,2248,48,6,1.35,0.0,8.1
6769,2248,49,4,4.34,0.0,17.36
6770,2249,24,2,87.83,0.0,175.66
6771,2249,22,1,19.76,0.0,19.76
6772,2249,26,1,71.32,0.0,71.32
6773,2249,25,6,69.05,0.0,414.3
6774,2250,51,4,1.19,0.0,4.76
6775,2250,58,4,1.61,0.0,6.44
6776,2250,60,3,0.54,0.0,1.62
6777,2251,58,6,1.61,0.0,9.66
6778,2251,57,4,2.41,0.0,9.64
6779,2251,59,2,2.38,0.0,4.76
6780,2252,45,3,2.15,0.0,6.45
6781,2252,43,5,1.61,0.0,8.05
6782,2252,49,3,4.34,0.0,13.02
6783,2253,57,6,2.41,0.0,14.46
6784,2253,54,1,3.37,0.0,3.37
6785,2253,56,1,1.47,0.0,1.47
6786,2253,51,5,1.19,0.0,5.95
6787,2253,58,4,1.61,0.0,6.44
6788,2254,31,4,5.01,0.0,20.04
6789,2254,35,2,7.66,0.0,15.32
6790,2254,32,4,5.39,0.0,21.56
6791,2255,53,6,2.5,0.0,15.0
6792,2255,54,5,3.37,0.0,16.85
6793,2256,13,2,2.69,0.0,5.38
6794,2256,12,4,1.17,0.0,4.68
6795,2256,19,6,1.05,0.0,6.3
6796,2257,11,5,2.55,0.0,12.75
6797,2258,1,3,0.92,0.0,2.76
6798,2258,4,6,1.57,0.0,9.42
6799,2258,7,1,0.92,0.0,0.92
6800,2258,3,6,2.27,0.0,13.62
6801,2258,5,1,1.43,0.0,1.43
6802,2259,59,4,2.38,0.0,9.52
6803,2259,55,1,0.58,0.0,0.58
6804,2260,60,2,0.54,0.0,1.08
6805,2260,58,1,1.61,0.0,1.61
6806,2260,51,3,1.19,0.0,3.57
6807,2260,52,2,2.33,0.0,4.66
6808,2260,56,6,1.47,0.0,8.82
6809,2261,21,1,74.41,0.0,74.41
6810,2262,21,1,74.41,0.0,74.41
6811,2263,15,2,1.65,0.0,3.3
6812,2263,13,6,2.69,0.0,16.14
6813,2263,11,6,2.55,0.0,15.3
6814,2263,16,2,1.12,0.0,2.24
6815,2263,14,6,2.14,0.0,12.84
6816,2264,59,5,2.38,0.0,11.9
6817,2265,34,5,3.06,0.0,15.3
6818,2266,48,4,1.35,0.0,5.4
6819,2266,43,2,1.61,0.0,3.22
6820,2266,41,1,5.98,0.0,5.98
6821,2266,49,3,4.34,0.0,13.02
6822,2266,45,3,2.15,0.0,6.45
6823,2267,2,4,2.11,0.0,8.44
6824,2267,9,5,1.59,0.0,7.95
6825,2267,1,6,0.92,0.0,5.52
6826,2268,56,6,1.47,0.0,8.82
6827,2268,54,3,3.37,0.0,10.11
6828,2268,52,2,2.33,0.0,4.66
6829,2268,57,6,2.41,0.0,14.46
6830,2268,55,4,0.58,0.0,2.32
6831,2269,50,3,1.66,0.0,4.98
6832,2270,4,2,1.57,0.0,3.14
6833,2270,8,1,1.71,0.0,1.71
6834,2270,5,6,1.43,0.0,8.58
6835,2271,29,6,72.15,0.0,432.9
6836,2271,27,5,23.37,0.0,116.85
6837,2271,28,5,49.03,0.0,245.15
6838,2271,24,5,87.83,0.0,439.15
6839,2272,51,4,1.19,0.0,4.76
6840,2273,43,3,1.61,0.0,4.83
6841,2274,27,4,23.37,0.0,93.48
6842,2274,30,3,80.29,0.0,240.87
6843,2274,28,3,49.03,0.0,147.09
6844,2274,21,2,74.41,0.0,148.82
6845,2274,25,4,69.05,0.0,276.2
6846,2275,22,5,19.76,0.0,98.8
6847,2276,24,2,87.83,0.0,175.66
6848,2276,21,2,74.41,0.0,148.82
6849,2276,28,3,49.03,0.0,147.09
6850,2277,59,4,2.38,0.0,9.52
6851,2277,52,4,2.33,0.0,9.32
6852,2278,48,5,1.35,0.0,6.75
6853,2278,41,1,5.98,0.0,5.98
6854,2278,45,1,2.15,0.0,2.15
6855,2279,26,4,71.32,0.0,285.28
6856,2279,22,3,19.76,0.0,59.28
6857,2279,29,5,72.15,0.0,360.75
6858,2279,28,1,49.03,0.0,49.03
6859,2280,37,1,6.48,0.0,6.48
6860,2280,38,6,4.59,0.0,27.54
6861,2280,35,3,7.66,0.0,22.98
6862,2281,52,1,2.33,0.0,2.33
6863,2282,10,1,1.97,0.0,1.97
6864,2282,4,3,1.57,0.0,4.71
6865,2282,1,2,0.92,0.0,1.84
6866,2282,7,2,0.92,0.0,1.84
6867,2283,34,6,3.06,0.0,18.36
6868,2283,39,2,3.22,0.0,6.44
6869,2283,35,3,7.66,0.0,22.98
6870,2284,55,1,0.58,0.0,0.58
6871,2284,60,5,0.54,0.0,2.7
6872,2284,53,3,2.5,0.0,7.5
6873,2284,54,3,3.37,0.0,10.11
6874,2284,56,3,1.47,0.0,4.41
6875,2285,12,2,1.17,0.0,2.34
6876,2285,15,2,1.65,0.0,3.3
6877,2285,19,2,1.05,0.0,2.1
6878,2285,11,3,2.55,0.0,7.65
6879,2285,20,5,1.73,0.0,8.65
6880,2286,59,1,2.38,0.0,2.38
6881,2286,60,3,0.54,0.0,1.62
6882,2287,45,3,2.15,0.0,6.45
6883,2287,50,2,1.66,0.0,3.32
6884,2287,43,3,1.61,0.0,4.83
6885,2288,27,1,23.37,0.0,23.37
6886,2288,25,4,69.05,0.0,276.2
6887,2288,21,1,74.41,0.0,74.41
6888,2289,34,5,3.06,0.0,15.3
6889,2289,38,2,4.59,0.0,9.18
6890,2289,39,5,3.22,0.0,16.1
6891,2290,31,3,5.01,0.0,15.03
6892,2290,38,3,4.59,0.0,13.77
6893,2290,33,3,2.23,0.0,6.69
6894,2291,33,4,2.23,0.0,8.92
6895,2291,35,1,7.66,0.0,7.66
6896,2292,26,6,71.32,0.0,427.92
6897,2292,21,2,74.41,0.0,148.82
6898,2293,53,2,2.5,0.0,5.0
6899,2293,58,6,1.61,0.0,9.66
6900,2293,56,2,1.47,0.0,2.94
6901,2294,30,4,80.29,0.0,321.16
6902,2294,26,6,71.32,0.0,427.92
6903,2294,29,5,72.15,0.0,360.75
6904,2295,41,5,5.98,0.0,29.9
6905,2295,43,2,1.61,0.0,3.22
6906,2295,44,4,2.69,0.0,10.76
6907,2296,52,5,2.33,0.0,11.65
6908,2296,60,4,0.54,0.0,2.16
6909,2296,53,2,2.5,0.0,5.0
6910,2297,16,5,1.12,0.0,5.6
6911,2297,20,6,1.73,0.0,10.38
6912,2297,13,2,2.69,0.0,5.38
6913,2298,24,2,87.83,0.0,175.66
6914,2298,28,6,49.03,0.0,294.18
6915,2299,46,1,1.35,0.0,1.35
6916,2300,17,1,1.16,0.0,1.16
6917,2300,16,3,1.12,0.0,3.36
6918,2300,14,3,2.14,0.0,6.42
6919,2300,20,4,1.73,0.0,6.92
6920,2300,18,2,2.74,0.0,5.48
6921,2301,46,2,1.35,0.0,2.7
6922,2301,41,4,5.98,0.0,23.92
6923,2301,48,4,1.35,0.0,5.4
6924,2301,45,2,2.15,0.0,4.3
6925,2301,42,1,3.19,0.0,3.19
6926,2302,60,4,0.54,0.0,2.16
6927,2302,51,5,1.19,0.0,5.95
6928,2302,53,6,2.5,0.0,15.0
6929,2303,9,5,1.59,0.0,7.95
6930,2304,46,5,1.35,0.0,6.75
6931,2305,24,5,87.83,0.0,439.15
6932,2305,21,5,74.41,0.0,372.05
6933,2306,31,4,5.01,0.0,20.04
6934,2306,40,5,7.77,0.0,38.85
6935,2307,30,3,80.29,0.0,240.87
6936,2307,22,1,19.76,0.0,19.76
6937,2307,25,3,69.05,0.0,207.15
6938,2308,33,1,2.23,0.0,2.23
6939,2308,39,5,3.22,0.0,16.1
6940,2308,37,1,6.48,0.0,6.48
6941,2308,40,3,7.77,0.0,23.31
6942,2309,17,4,1.16,0.0,4.64
6943,2309,13,4,2.69,0.0,10.76
6944,2309,12,3,1.17,0.0,3.51
6945,2310,5,6,1.43,0.0,8.58
6946,2310,1,5,0.92,0.0,4.6
6947,2310,8,6,1.71,0.0,10.26
6948,2310,10,6,1.97,0.0,11.82
6949,2311,27,6,23.37,0.0,140.22
6950,2312,40,5,7.77,0.0,38.85
6951,2312,38,5,4.59,0.0,22.95
6952,2313,16,3,1.12,0.0,3.36
6953,2313,19,2,1.05,0.0,2.1
6954,2313,13,4,2.69,0.0,10.76
6955,2314,38,2,4.59,0.0,9.18
6956,2314,36,4,4.66,0.0,18.64
6957,2314,37,6,6.48,0.0,38.88
6958,2314,40,5,7.77,0.0,38.85
6959,2314,35,2,7.66,0.0,15.32
6960,2315,52,4,2.33,0.0,9.32
6961,2315,53,2,2.5,0.0,5.0
6962,2315,56,1,1.47,0.0,1.47
6963,2315,54,2,3.37,0.0,6.74
6964,2316,7,1,0.92,0.0,0.92
6965,2316,10,5,1.97,0.0,9.85
