purchase_item_id,purchase_id,product_id,quantity,unit_cost,subtotal
864,60,45,91,1.38,125.58
865,60,7,53,0.52,27.56
866,60,32,55,3.12,171.6
867,61,8,34,0.94,31.96
868,61,30,82,45.19,3705.58
869,61,19,41,0.69,28.29
870,61,36,72,2.99,215.28
871,61,7,92,0.64,58.88
872,61,31,59,2.83,166.97
873,61,38,73,2.43,177.39
874,61,57,45,1.6,72.0
875,61,49,100,2.46,246.0
876,61,32,48,3.47,166.56
877,61,43,100,0.98,98.0
878,61,15,24,0.86,20.64
879,61,42,21,2.09,43.89
880,61,48,41,0.72,29.52
881,61,1,40,0.57,22.8
882,61,11,73,1.62,118.26
883,61,45,64,1.43,91.52
884,61,54,65,2.2,143.0
885,62,31,41,3.38,138.58
886,62,28,66,25.6,1689.6
887,62,52,87,1.46,127.02
888,62,19,65,0.7,45.5
889,62,25,99,38.26,3787.74
890,62,4,90,1.07,96.3
891,62,46,72,0.76,54.72
892,62,18,37,1.76,65.12
893,62,12,56,0.78,43.68
894,62,27,43,12.57,540.51
895,62,14,75,1.34,100.5
896,62,37,51,3.27,166.77
897,62,48,33,0.74,24.42
898,63,59,52,1.45,75.4
899,63,28,54,33.73,1821.42
900,63,18,57,1.79,102.03
901,63,53,49,1.58,77.42
902,63,5,70,0.86,60.2
903,63,48,80,0.69,55.2
904,63,23,100,51.47,5147.0
905,63,7,65,0.6,39.0
906,63,3,50,1.35,67.5
907,63,12,87,0.66,57.42
908,63,50,30,0.95,28.5
909,63,35,45,5.28,237.6
910,63,55,36,0.4,14.4
911,63,10,91,1.37,124.67
912,63,24,98,53.82,5274.36
913,63,36,78,2.67,208.26
914,63,34,40,1.73,69.2
915,63,27,74,13.4,991.6
916,63,26,59,44.24,2610.16
917,63,47,98,1.08,105.84
918,64,9,89,0.94,83.66
919,64,21,30,51.88,1556.4
920,64,38,50,2.84,142.0
921,64,53,99,1.63,161.37
922,64,13,84,1.58,132.72
923,64,5,21,0.96,20.16
924,64,39,77,1.94,149.38
925,64,51,95,0.69,65.55
926,64,60,91,0.36,32.76
927,64,42,57,1.94,110.58
928,65,12,68,0.63,42.84
929,65,20,59,1.06,62.54
930,65,19,51,0.53,27.03
931,65,60,96,0.27,25.92
932,65,31,74,2.75,203.5
933,65,13,48,1.82,87.36
934,65,37,93,3.47,322.71
935,65,25,40,35.55,1422.0
936,65,1,73,0.59,43.07
937,65,50,67,0.96,64.32
938,65,30,57,54.49,3105.93
939,65,6,82,0.72,59.04
940,65,58,82,0.82,67.24
941,65,44,61,1.78,108.58
942,66,8,55,0.95,52.25
943,66,44,85,1.87,158.95
944,66,49,92,2.55,234.6
945,66,53,45,1.44,64.8
946,66,28,49,28.45,1394.05
947,66,11,40,1.41,56.4
948,66,31,67,3.03,203.01
949,66,47,58,1.38,80.04
950,66,1,37,0.5,18.5
951,67,54,85,1.99,169.15
952,67,10,92,1.08,99.36
953,67,23,93,59.31,5515.83
954,67,30,78,43.19,3368.82
955,67,5,41,0.92,37.72
956,67,2,45,1.21,54.45
957,67,48,24,0.82,19.68
958,67,44,87,1.68,146.16
959,67,39,44,1.85,81.4
960,67,58,47,1.06,49.82
961,67,51,78,0.73,56.94
962,67,13,30,1.46,43.8
963,67,31,89,3.23,287.47
964,67,11,38,1.68,63.84
965,67,1,30,0.61,18.3
966,68,50,47,1.04,48.88
967,68,19,56,0.57,31.92
968,68,51,55,0.74,40.7
969,68,47,23,1.29,29.67
970,68,21,21,49.63,1042.23
971,68,30,50,40.68,2034.0
972,68,1,91,0.6,54.6
973,68,53,83,1.55,128.65
974,68,36,28,2.54,71.12
975,68,23,37,54.42,2013.54
976,68,10,73,1.03,75.19
977,68,28,95,30.3,2878.5
978,68,58,97,1.01,97.97
979,68,60,60,0.37,22.2
980,68,49,80,2.48,198.4
981,68,56,94,0.89,83.66
982,69,50,38,1.13,42.94
983,69,5,25,0.91,22.75
984,69,10,48,1.31,62.88
985,69,54,71,1.79,127.09
986,69,29,60,48.0,2880.0
987,69,32,73,3.76,274.48
988,69,42,29,1.66,48.14
989,69,49,72,2.62,188.64
990,69,36,89,2.86,254.54
991,69,33,50,1.54,77.0
992,69,3,74,1.23,91.02
993,69,13,79,1.71,135.09
994,69,7,94,0.58,54.52
995,70,42,54,1.95,105.3
996,70,15,70,1.08,75.6
997,70,55,32,0.36,11.52
998,70,33,85,1.29,109.65
999,70,8,23,0.87,20.01
1000,70,5,77,0.85,65.45
1001,70,24,85,49.39,4198.15
1002,70,46,64,0.75,48.0
1003,71,6,32,0.66,21.12
1004,71,24,95,49.01,4655.95
1005,71,43,40,1.02,40.8
1006,71,29,73,37.93,2768.89
1007,71,9,25,0.86,21.5
1008,71,52,44,1.44,63.36
1009,71,31,92,2.68,246.56
1010,71,13,98,1.82,178.36
1011,71,55,23,0.36,8.28
1012,71,8,41,0.89,36.49
1013,72,29,33,44.67,1474.11
1014,72,50,91,1.03,93.73
1015,72,28,63,33.19,2090.97
1016,72,27,86,13.59,1168.74
1017,72,39,57,1.7,96.9
1018,72,23,22,48.73,1072.06
1019,72,6,94,0.77,72.38
1020,72,14,67,1.36,91.12
1021,72,13,77,1.71,131.67
1022,72,49,40,2.48,99.2
1023,72,33,76,1.5,114.0
1024,72,58,20,1.12,22.4
1025,73,4,71,0.94,66.74
1026,73,3,33,1.22,40.26
1027,73,41,21,3.68,77.28
1028,73,22,51,10.6,540.6
1029,73,43,32,1.04,33.28
1030,73,8,71,1.04,73.84
1031,73,25,92,48.15,4429.8
1032,73,14,30,1.35,40.5
1033,73,29,92,41.37,3806.04
1034,73,12,90,0.6,54.0
1035,73,23,64,51.66,3306.24
1036,73,52,93,1.61,149.73
1037,73,31,75,3.36,252.0
1038,73,28,93,32.55,3027.15
1039,73,15,47,1.08,50.76
1040,73,24,63,47.7,3005.1
1041,73,9,53,1.1,58.3
1042,74,2,98,1.19,116.62
1043,74,15,72,0.89,64.08
1044,74,54,94,2.28,214.32
1045,74,24,41,45.89,1881.49
1046,74,23,32,57.11,1827.52
1047,74,25,65,48.08,3125.2
1048,74,41,95,3.38,321.1
1049,74,40,23,5.06,116.38
1050,74,31,38,3.34,126.92
1051,74,60,44,0.29,12.76
1052,74,35,32,4.74,151.68
1053,74,14,84,1.42,119.28
1054,74,45,80,1.34,107.2
1055,74,7,33,0.6,19.8
1056,75,6,35,0.83,29.05
1057,75,58,41,0.95,38.95
1058,75,12,38,0.76,28.88
1059,75,10,77,1.13,87.01
1060,75,7,82,0.49,40.18
1061,75,51,98,0.81,79.38
1062,75,59,59,1.61,94.99
1063,75,14,80,1.27,101.6
1064,75,44,55,1.77,97.35
1065,75,20,71,1.21,85.91
1066,75,43,28,0.83,23.24
1067,75,27,53,15.56,824.68
1068,75,31,90,3.47,312.3
1069,75,3,21,1.47,30.87
1070,75,8,28,0.88,24.64
1071,75,56,57,0.98,55.86
1072,76,51,89,0.82,72.98
1073,76,56,57,0.75,42.75
1074,76,59,58,1.23,71.34
1075,76,11,57,1.7,96.9
1076,76,28,64,26.48,1694.72
1077,76,23,28,49.61,1389.08
1078,76,58,71,1.07,75.97
1079,76,55,100,0.36,36.0
1080,76,4,47,1.09,51.23
1081,76,41,41,3.81,156.21
1082,76,25,33,48.04,1585.32
1083,77,12,21,0.64,13.44
1084,77,60,21,0.27,5.67
1085,77,3,27,1.29,34.83
1086,77,53,53,1.6,84.8
1087,77,32,70,3.59,251.3
1088,77,52,61,1.37,83.57
1089,77,34,68,1.84,125.12
1090,77,20,42,1.02,42.84
1091,77,14,31,1.1,34.1
1092,77,19,58,0.57,33.06
1093,77,18,94,1.7,159.8
1094,77,50,31,0.92,28.52
1095,77,58,33,1.04,34.32
1096,77,35,39,4.93,192.27
1097,77,29,64,41.99,2687.36
1098,77,39,48,2.22,106.56
1099,78,33,77,1.35,103.95
1100,78,22,25,11.95,298.75
1101,78,60,85,0.28,23.8
1102,78,51,30,0.8,24.0
1103,78,19,90,0.72,64.8
1104,78,55,54,0.32,17.28
1105,78,34,28,1.75,49.0
1106,78,49,53,2.5,132.5
1107,78,13,31,1.74,53.94
1108,78,30,80,45.16,3612.8
1109,78,37,90,3.74,336.6
1110,78,43,55,0.81,44.55
1111,78,2,22,1.3,28.6
1112,78,26,62,45.76,2837.12
1113,78,24,91,59.88,5449.08
1114,78,6,63,0.85,53.55
1115,78,46,47,0.88,41.36
1116,78,23,84,54.63,4588.92
1117,78,20,36,1.21,43.56
1118,78,41,29,3.01,87.29
1119,79,26,58,48.11,2790.38
1120,79,21,30,42.09,1262.7
1121,79,30,20,42.88,857.6
1122,79,37,51,3.82,194.82
1123,79,31,73,3.39,247.47
1124,79,20,70,1.15,80.5
1125,79,47,84,1.17,98.28
1126,79,35,20,4.66,93.2
1127,79,48,48,0.78,37.44
1128,79,7,29,0.61,17.69
1129,79,42,77,1.86,143.22
1130,79,12,29,0.79,22.91
1131,80,37,88,3.74,329.12
1132,80,43,24,0.96,23.04
1133,80,2,75,1.22,91.5
1134,80,26,59,39.14,2309.26
1135,80,21,72,38.7,2786.4
1136,80,20,91,0.98,89.18
1137,80,12,92,0.62,57.04
1138,80,19,22,0.63,13.86
1139,80,27,93,15.81,1470.33
1140,81,30,28,51.69,1447.32
1141,81,5,89,0.78,69.42
1142,81,17,97,0.74,71.78
1143,81,55,51,0.36,18.36
1144,81,47,31,1.34,41.54
1145,81,23,31,59.34,1839.54
1146,81,6,35,0.86,30.1
1147,81,25,31,36.34,1126.54
1148,81,35,71,4.21,298.91
1149,81,29,32,37.34,1194.88
1150,81,4,25,0.96,24.0
1151,81,50,33,1.0,33.0
1152,81,32,49,3.49,171.01
1153,81,16,88,0.62,54.56
1154,82,26,97,36.81,3570.57
1155,82,20,33,0.9,29.7
1156,82,37,36,3.96,142.56
1157,82,12,27,0.59,15.93
1158,82,22,45,11.24,505.8
1159,82,17,41,0.61,25.01
1160,82,39,62,1.97,122.14
1161,82,48,49,0.68,33.32
1162,82,50,62,1.16,71.92
1163,82,53,33,1.44,47.52
1164,82,38,62,2.31,143.22
1165,82,60,43,0.37,15.91
1166,82,41,80,3.27,261.6
1167,82,23,83,50.46,4188.18
1168,82,34,75,1.92,144.0
1169,82,32,66,3.03,199.98
1170,82,58,90,1.06,95.4
1171,82,9,30,1.0,30.0
1172,82,11,48,1.43,68.64
1173,82,57,48,1.28,61.44
1174,83,34,64,1.79,114.56
1175,83,57,25,1.29,32.25
1176,83,3,54,1.54,83.16
1177,83,23,43,46.88,2015.84
1178,83,25,82,35.64,2922.48
1179,83,36,33,3.2,105.6
1180,83,60,99,0.34,33.66
1181,83,53,40,1.38,55.2
1182,83,7,96,0.64,61.44
1183,83,10,92,1.16,106.72
1184,83,9,89,0.91,80.99
1185,83,15,43,1.04,44.72
1186,83,41,84,4.0,336.0
1187,84,22,100,11.8,1180.0
1188,84,43,86,0.94,80.84
1189,84,17,68,0.79,53.72
1190,84,45,27,1.44,38.88
1191,84,38,91,2.83,257.53
1192,84,6,78,0.86,67.08
1193,84,13,70,1.62,113.4
1194,84,58,96,0.84,80.64
1195,84,53,50,1.37,68.5
1196,84,20,37,1.1,40.7
1197,85,60,45,0.28,12.6
1198,85,11,88,1.55,136.4
1199,85,19,26,0.69,17.94
1200,85,46,50,0.77,38.5
1201,85,39,32,2.09,66.88
1202,85,12,41,0.63,25.83
1203,85,10,41,1.13,46.33
1204,85,3,70,1.46,102.2
1205,85,31,50,2.69,134.5
1206,85,45,27,1.3,35.1
1207,85,44,44,1.43,62.92
1208,85,5,68,0.84,57.12
1209,85,27,96,12.56,1205.76
1210,85,8,67,1.02,68.34
1211,85,24,83,61.44,5099.52
1212,85,57,98,1.41,138.18
1213,85,40,69,5.27,363.63
1214,86,16,100,0.66,66.0
1215,86,17,57,0.64,36.48
1216,86,1,85,0.48,40.8
1217,86,37,38,3.51,133.38
1218,86,42,62,1.83,113.46
1219,86,28,56,30.92,1731.52
1220,86,24,41,45.08,1848.28
1221,86,36,91,3.12,283.92
1222,86,43,39,0.91,35.49
1223,86,20,55,1.14,62.7
1224,86,7,66,0.62,40.92
1225,86,30,93,50.77,4721.61
1226,86,9,100,1.09,109.0
1227,86,4,100,1.05,105.0
1228,86,5,76,0.94,71.44
1229,87,46,49,0.91,44.59
1230,87,23,24,52.13,1251.12
1231,87,12,27,0.71,19.17
1232,87,34,83,1.55,128.65
1233,87,60,31,0.37,11.47
1234,87,13,42,1.49,62.58
1235,87,25,63,35.46,2233.98
1236,87,55,65,0.3,19.5
1237,87,42,50,2.08,104.0
1238,87,39,71,1.74,123.54
1239,87,31,51,2.98,151.98
1240,87,18,41,1.49,61.09
1241,87,2,52,1.37,71.24
1242,87,41,46,4.04,185.84
1243,87,51,100,0.82,82.0
1244,87,1,100,0.55,55.0
1245,87,59,82,1.33,109.06
1246,87,19,28,0.63,17.64
1247,88,9,56,0.9,50.4
1248,88,33,74,1.2,88.8
1249,88,31,32,2.71,86.72
1250,88,49,43,2.18,93.74
1251,88,60,94,0.28,26.32
1252,88,8,78,1.18,92.04
1253,88,4,54,0.92,49.68
1254,88,1,92,0.51,46.92
1255,88,39,77,2.1,161.7
1256,88,25,61,46.42,2831.62
1257,88,52,70,1.17,81.9
1258,88,13,76,1.61,122.36
1259,88,50,29,0.92,26.68
1260,88,26,71,41.04,2913.84
1261,89,50,76,0.95,72.2
1262,89,16,70,0.71,49.7
1263,89,6,33,0.77,25.41
1264,89,3,55,1.27,69.85
1265,89,44,97,1.36,131.92
1266,89,14,71,1.31,93.01
1267,89,21,74,38.17,2824.58
1268,89,25,92,44.21,4067.32
1269,89,15,22,1.03,22.66
1270,89,26,96,36.54,3507.84
1271,89,22,30,11.56,346.8
1272,89,1,29,0.63,18.27
1273,89,10,67,1.08,72.36
1274,89,41,30,3.67,110.1
1275,89,42,100,1.91,191.0
1276,89,59,90,1.34,120.6
1277,89,55,67,0.31,20.77
1278,90,58,23,0.93,21.39
1279,90,51,41,0.63,25.83
1280,90,42,35,1.83,64.05
1281,90,28,100,24.52,2452.0
1282,90,43,98,1.06,103.88
1283,90,5,50,0.82,41.0
1284,90,27,63,15.65,985.95
1285,90,39,59,1.85,109.15
1286,90,57,41,1.65,67.65
1287,90,36,91,2.87,261.17
1288,90,59,55,1.49,81.95
1289,90,49,52,2.3,119.6
1290,90,32,24,3.16,75.84
1291,90,50,69,0.84,57.96
1292,90,11,97,1.4,135.8
1293,90,24,78,57.36,4474.08
1294,91,55,53,0.39,20.67
1295,91,21,40,47.94,1917.6
1296,91,8,20,1.05,21.0
1297,91,36,62,2.39,148.18
1298,91,56,48,0.98,47.04
1299,91,22,93,13.51,1256.43
1300,91,4,61,0.95,57.95
1301,91,50,92,1.05,96.6
1302,91,31,90,3.36,302.4
1303,91,17,42,0.79,33.18
1304,91,32,99,3.53,349.47
1305,91,48,52,0.87,45.24
1306,91,58,97,1.13,109.61
1307,92,46,89,0.71,63.19
1308,92,29,67,44.45,2978.15
1309,92,58,55,0.82,45.1
1310,92,18,87,1.49,129.63
1311,92,25,100,42.53,4253.0
1312,92,34,23,1.61,37.03
1313,92,19,100,0.53,53.0
1314,92,2,26,1.27,33.02
1315,93,56,83,0.98,81.34
1316,93,11,68,1.62,110.16
1317,93,34,22,1.89,41.58
1318,93,3,74,1.53,113.22
1319,93,1,75,0.49,36.75
1320,93,58,50,1.03,51.5
1321,93,37,20,4.16,83.2
1322,93,57,89,1.3,115.7
1323,93,20,49,0.89,43.61
1324,93,18,48,1.45,69.6
1325,93,45,52,1.47,76.44
1326,93,51,46,0.76,34.96
1327,93,39,97,1.77,171.69
1328,93,26,100,47.24,4724.0
1329,94,45,41,1.38,56.58
1330,94,24,25,46.29,1157.25
1331,94,18,20,1.8,36.0
1332,94,26,73,45.47,3319.31
1333,94,43,65,1.03,66.95
1334,94,56,70,0.89,62.3
1335,94,11,56,1.49,83.44
1336,94,30,91,40.36,3672.76
1337,94,20,56,1.11,62.16
1338,94,15,65,0.94,61.1
1339,95,3,31,1.39,43.09
1340,95,1,42,0.47,19.74
1341,95,34,50,1.76,88.0
1342,95,11,21,1.35,28.35
1343,95,60,51,0.29,14.79
1344,95,7,89,0.56,49.84
1345,95,43,90,0.81,72.9
1346,95,29,33,42.09,1388.97
1347,95,45,29,1.41,40.89
1348,95,55,78,0.31,24.18
1349,95,14,62,1.4,86.8
1350,95,58,92,0.93,85.56
1351,95,28,60,30.26,1815.6
1352,95,39,36,2.08,74.88
1353,95,30,73,46.34,3382.82
1354,95,57,82,1.34,109.88
1355,95,46,45,0.86,38.7
1356,96,27,82,15.57,1276.74
1357,96,23,83,51.64,4286.12
1358,96,39,29,1.9,55.1
1359,96,3,61,1.24,75.64
1360,96,60,70,0.28,19.6
1361,96,2,86,1.43,122.98
1362,96,10,30,1.13,33.9
1363,96,52,57,1.35,76.95
1364,97,51,59,0.7,41.3
1365,97,47,65,1.33,86.45
1366,97,52,99,1.23,121.77
1367,97,7,33,0.57,18.81
1368,97,35,28,4.28,119.84
1369,97,19,81,0.61,49.41
1370,97,41,23,3.26,74.98
1371,97,46,84,0.75,63.0
1372,97,5,58,0.8,46.4
1373,97,13,68,1.61,109.48
1374,97,42,73,2.01,146.73
1375,97,34,88,2.06,181.28
1376,97,53,77,1.52,117.04
1377,97,39,92,1.62,149.04
1378,98,53,78,1.47,114.66
1379,98,18,40,1.84,73.6
1380,98,47,99,1.16,114.84
1381,98,31,27,2.98,80.46
1382,98,58,24,0.83,19.92
1383,98,40,50,4.09,204.5
1384,98,9,54,0.97,52.38
1385,98,29,60,48.38,2902.8
1386,99,32,35,3.16,110.6
1387,99,56,44,0.97,42.68
1388,99,10,56,1.16,64.96
1389,99,6,37,0.71,26.27
1390,99,1,62,0.52,32.24
1391,99,22,32,11.25,360.0
1392,99,57,40,1.23,49.2
1393,99,38,69,2.59,178.71
1394,99,41,60,3.0,180.0
1395,99,9,92,0.94,86.48
1396,99,39,69,1.87,129.03
1397,99,40,28,4.38,122.64
1398,99,27,76,15.02,1141.52
1399,99,11,25,1.53,38.25
1400,99,23,68,59.13,4020.84
1401,99,44,100,1.59,159.0
1402,99,8,40,1.1,44.0
1403,99,54,26,1.8,46.8
1404,99,19,96,0.63,60.48
1405,99,31,95,3.1,294.5
1406,100,49,28,2.81,78.68
1407,100,54,26,2.05,53.3
1408,100,9,50,1.09,54.5
1409,100,30,44,48.04,2113.76
1410,100,48,51,0.78,39.78
1411,100,57,89,1.67,148.63
1412,100,35,39,4.98,194.22
1413,100,26,83,41.81,3470.23
1414,100,47,42,1.45,60.9
1415,100,16,94,0.69,64.86
1416,100,60,27,0.33,8.91
1417,100,51,34,0.76,25.84
1418,100,8,85,1.18,100.3
1419,100,52,70,1.54,107.8
1420,100,36,94,2.71,254.74
1421,100,28,84,34.16,2869.44
1422,100,23,68,60.68,4126.24
1423,100,12,69,0.68,46.92
1424,100,33,61,1.44,87.84
1425,101,24,71,53.22,3778.62
1426,101,47,37,1.49,55.13
1427,101,48,85,0.7,59.5
1428,101,45,77,1.33,102.41
1429,101,52,80,1.41,112.8
1430,101,23,56,50.29,2816.24
1431,101,54,52,2.14,111.28
1432,101,37,59,3.48,205.32
1433,101,31,62,3.14,194.68
1434,101,57,63,1.41,88.83
1435,101,60,49,0.37,18.13
1436,101,2,64,1.13,72.32
1437,101,15,33,0.94,31.02
1438,101,50,23,0.9,20.7
1439,101,19,27,0.63,17.01
1440,101,41,44,3.48,153.12
1441,101,11,99,1.37,135.63
1442,101,39,66,2.16,142.56
1443,101,51,22,0.67,14.74
1444,102,50,28,0.87,24.36
1445,102,9,51,0.94,47.94
1446,102,39,78,1.95,152.1
1447,102,29,100,36.34,3634.0
1448,102,27,23,11.96,275.08
1449,102,16,81,0.59,47.79
1450,102,14,68,1.38,93.84
1451,102,40,31,4.61,142.91
1452,102,22,58,10.4,603.2
1453,102,23,43,57.57,2475.51
1454,102,53,51,1.47,74.97
1455,102,18,24,1.69,40.56
1456,102,35,93,5.08,472.44
1457,102,52,33,1.61,53.13
1458,102,5,62,0.76,47.12
1459,102,26,34,38.75,1317.5
1460,102,46,58,0.77,44.66
1461,102,58,66,1.12,73.92
1462,102,44,23,1.36,31.28
1463,103,39,87,2.14,186.18
1464,103,8,35,0.96,33.6
1465,103,14,56,1.16,64.96
1466,103,4,91,0.97,88.27
1467,103,42,74,2.13,157.62
1468,103,38,90,2.63,236.7
1469,103,6,61,0.72,43.92
1470,103,18,66,1.79,118.14
1471,103,27,86,12.89,1108.54
1472,103,58,87,1.06,92.22
1473,103,24,45,56.52,2543.4
1474,103,48,52,0.9,46.8
1475,103,50,83,1.02,84.66
1476,103,51,27,0.67,18.09
1477,103,29,54,41.4,2235.6
1478,103,53,93,1.47,136.71
1479,103,34,93,1.81,168.33
1480,104,25,54,36.39,1965.06
1481,104,1,91,0.57,51.87
1482,104,44,26,1.59,41.34
1483,104,19,51,0.61,31.11
1484,104,43,58,0.81,46.98
1485,104,54,50,2.3,115.0
1486,104,17,35,0.63,22.05
1487,104,36,48,2.59,124.32
1488,104,8,24,0.87,20.88
1489,104,46,55,0.81,44.55
1490,104,21,21,43.45,912.45
1491,104,55,63,0.38,23.94
1492,104,24,64,56.46,3613.44
1493,104,40,57,4.13,235.41
1494,104,26,69,35.76,2467.44
1495,104,33,97,1.56,151.32
1496,104,49,44,2.27,99.88
1497,105,10,61,1.18,71.98
1498,105,19,82,0.61,50.02
1499,105,7,52,0.52,27.04
1500,105,32,56,3.17,177.52
1501,105,39,56,2.21,123.76
1502,105,36,95,2.35,223.25
1503,105,59,84,1.6,134.4
1504,105,8,76,0.88,66.88
1505,105,31,45,2.58,116.1
1506,105,23,44,61.47,2704.68
1507,105,12,59,0.76,44.84
1508,105,48,71,0.8,56.8
1509,105,17,70,0.81,56.7
1510,105,52,89,1.52,135.28
1511,105,21,78,37.83,2950.74
1512,105,2,95,1.12,106.4
1513,105,1,61,0.57,34.77
1514,105,11,93,1.46,135.78
1515,106,27,64,15.02,961.28
1516,106,28,26,30.84,801.84
1517,106,54,35,1.77,61.95
1518,106,51,35,0.81,28.35
1519,106,44,64,1.39,88.96
1520,106,30,33,54.69,1804.77
1521,106,41,57,3.24,184.68
1522,106,29,84,41.62,3496.08
1523,106,45,59,1.14,67.26
1524,106,9,61,1.03,62.83
1525,106,60,68,0.37,25.16
1526,106,21,96,41.93,4025.28
1527,106,32,50,3.42,171.0
1528,106,3,75,1.17,87.75
1529,106,37,93,3.87,359.91
1530,106,36,53,2.62,138.86
1531,107,60,67,0.27,18.09
1532,107,3,97,1.21,117.37
1533,107,27,98,15.34,1503.32
1534,107,15,27,1.1,29.7
1535,107,54,21,2.33,48.93
1536,107,25,25,43.14,1078.5
1537,107,7,72,0.51,36.72
1538,107,22,68,13.73,933.64
1539,107,56,46,0.96,44.16
1540,107,42,36,1.81,65.16
1541,107,18,25,1.37,34.25
1542,107,55,20,0.36,7.2
1543,107,38,71,3.08,218.68
1544,107,46,61,0.91,55.51
1545,107,30,58,52.06,3019.48
1546,108,24,52,56.26,2925.52
1547,108,52,33,1.32,43.56
1548,108,7,64,0.56,35.84
1549,108,47,74,1.23,91.02
1550,108,28,49,33.66,1649.34
1551,108,33,82,1.21,99.22
1552,108,14,36,1.17,42.12
1553,108,43,70,0.89,62.3
1554,108,59,45,1.32,59.4
1555,108,27,86,15.44,1327.84
1556,108,31,29,2.59,75.11
1557,108,54,83,2.18,180.94
1558,108,11,60,1.56,93.6
1559,108,34,43,1.64,70.52
1560,108,45,29,1.17,33.93
1561,108,48,31,0.71,22.01
1562,108,29,80,43.57,3485.6
1563,108,35,38,5.04,191.52
1564,108,58,93,0.88,81.84
1565,109,19,71,0.55,39.05
1566,109,29,78,36.39,2838.42
1567,109,9,47,0.8,37.6
1568,109,42,47,2.1,98.7
1569,109,2,72,1.42,102.24
1570,109,36,49,2.55,124.95
1571,109,28,31,24.72,766.32
1572,109,38,78,2.91,226.98
1573,109,22,96,12.34,1184.64
1574,109,40,90,4.37,393.3
1575,109,14,88,1.29,113.52
1576,109,15,42,1.07,44.94
1577,109,32,73,3.25,237.25
1578,109,8,36,1.11,39.96
1579,109,53,29,1.44,41.76
1580,109,33,63,1.2,75.6
1581,109,3,62,1.18,73.16
1582,109,49,20,3.01,60.2
1583,109,54,26,2.12,55.12
1584,109,51,64,0.61,39.04
1585,110,44,78,1.67,130.26
1586,110,46,84,0.7,58.8
1587,110,25,66,43.31,2858.46
1588,110,56,48,0.88,42.24
1589,110,34,99,1.77,175.23
1590,110,13,72,1.47,105.84
1591,110,58,100,0.84,84.0
1592,110,43,41,0.91,37.31
1593,110,19,99,0.57,56.43
1594,110,60,77,0.38,29.26
1595,110,49,80,2.65,212.0
1596,110,42,99,1.6,158.4
1597,110,47,90,1.49,134.1
1598,110,54,28,2.01,56.28
1599,110,5,58,0.96,55.68
1600,110,20,44,0.91,40.04
1601,110,52,57,1.25,71.25
1602,110,48,61,0.68,41.48
1603,110,15,24,1.05,25.2
1604,110,11,26,1.38,35.88
1605,111,22,22,10.72,235.84
1606,111,4,30,1.04,31.2
1607,111,10,41,1.38,56.58
1608,111,31,51,2.76,140.76
1609,111,26,64,36.68,2347.52
1610,111,48,41,0.83,34.03
1611,111,38,89,2.41,214.49
1612,111,28,24,32.5,780.0
1613,111,18,96,1.5,144.0
1614,111,12,55,0.71,39.05
1615,111,1,67,0.61,40.87
1616,112,39,80,2.19,175.2
1617,112,40,63,5.39,339.57
1618,112,15,79,0.96,75.84
1619,112,20,34,1.05,35.7
1620,112,36,58,3.13,181.54
1621,112,2,22,1.44,31.68
1622,112,51,45,0.6,27.0
1623,112,13,79,1.49,117.71
1624,112,42,77,1.81,139.37
1625,112,56,88,0.74,65.12
1626,112,22,58,12.67,734.86
1627,113,23,63,60.56,3815.28
1628,113,2,80,1.07,85.6
1629,113,40,77,4.6,354.2
1630,113,34,58,1.78,103.24
1631,113,60,91,0.32,29.12
1632,113,21,52,49.95,2597.4
1633,113,43,86,1.11,95.46
1634,113,48,70,0.75,52.5
1635,113,42,79,2.1,165.9
1636,113,58,41,0.82,33.62
1637,113,51,85,0.78,66.3
1638,114,37,56,3.28,183.68
1639,114,3,26,1.26,32.76
1640,114,46,69,0.68,46.92
1641,114,60,74,0.36,26.64
1642,114,48,85,0.81,68.85
1643,114,28,25,26.9,672.5
1644,114,33,92,1.49,137.08
1645,114,11,73,1.44,105.12
1646,114,14,38,1.24,47.12
1647,114,53,67,1.71,114.57
1648,114,6,58,0.64,37.12
1649,115,13,25,1.56,39.0
1650,115,11,67,1.39,93.13
1651,115,54,76,1.92,145.92
1652,115,2,63,1.07,67.41
1653,115,7,22,0.54,11.88
1654,115,41,64,4.0,256.0
1655,115,52,34,1.46,49.64
1656,115,34,27,1.77,47.79
1657,116,51,48,0.8,38.4
1658,116,17,78,0.78,60.84
1659,116,3,95,1.44,136.8
1660,116,1,85,0.54,45.9
1661,116,31,33,3.37,111.21
1662,116,50,94,0.87,81.78
1663,116,49,62,2.87,177.94
1664,116,39,35,1.94,67.9
1665,116,57,89,1.4,124.6
1666,117,2,31,1.17,36.27
1667,117,27,99,12.08,1195.92
1668,117,60,91,0.31,28.21
1669,117,21,70,47.69,3338.3
1670,117,12,95,0.77,73.15
1671,117,54,29,1.98,57.42
1672,117,56,29,0.9,26.1
1673,117,36,64,3.25,208.0
1674,117,5,72,0.92,66.24
1675,117,53,25,1.47,36.75
1676,117,11,59,1.29,76.11
1677,117,10,98,1.07,104.86
1678,117,40,92,4.68,430.56
1679,117,4,29,0.99,28.71
1680,117,24,29,61.36,1779.44
1681,117,7,56,0.49,27.44
1682,117,51,42,0.62,26.04
1683,118,12,75,0.64,48.0
1684,118,41,79,3.11,245.69
1685,118,53,53,1.57,83.21
